"nta2020","ntaname","n_tracts","boroname","n_boroughs","pop_total","households","pop_65plus","pop_disabled","pov_below","pov_universe","dis_universe","med_hh_income_hhwtd","inc_tracts_used","poverty_rate","pct_65plus","disability_rate","events_311_raw","events_311","events_per_100k","ntatype","cdta2020","is_residential","restrooms","subway_riders","n_stations","jobs","hotels","area_sqmi","pop_density","jobs_density","l_sub","l_jobs","l_hotel","l_rest","l_dens","inc10k","pov","old","boro","pred","resid_ratio"
"MN0902","Manhattanville-West Harlem",5,"Manhattan",1,21638,8346,2870,3442,6140,21168,21606,45385,4,0.290060468631897,0.132637027451705,0.159307599740813,28,14,64.7009890008319,0,"MN09",TRUE,5,4091723,2,5695,1,0.38505815128017,56194.1097157974,14789.9738807406,8.31696579768136,1.90136097914314,0.693147180559945,1.79175946922805,10.9365850163626,4.5385,29.0060468631897,13.2637027451705,"Manhattan",10.1568543877475,1.37837951254756
"MN0903","Hamilton Heights-Sugar Hill",7,"Manhattan",1,53598,20276,7770,7456,12470,53230,53540,65609,7,0.23426639113282,0.144968095824471,0.139260366081434,49,25,46.643531475055,0,"MN09",TRUE,5,7891555,3,6533,5,0.573332262494753,93485.0583268729,11394.7887243826,8.97367518904898,2.01929336884356,1.79175946922805,1.79175946922805,11.4455675953555,6.5609,23.426639113282,14.4968095824471,"Manhattan",31.2969786151935,0.798799152703625
"MN1001","Harlem (South)",10,"Manhattan",1,48446,21253,5297,5392,8910,48330,48446,77149,10,0.184357541899441,0.109338232258597,0.111299178466746,55,30,61.9246170994509,0,"MN10",TRUE,4,10997482,5,13908,5,0.517475132002295,93619.957760183,26876.653852302,9.30551254225763,2.70189798161701,1.79175946922805,1.6094379124341,11.4470095450964,7.7149,18.4357541899441,10.9338232258597,"Manhattan",39.3030178999327,0.763300163778297
"MN1002","Harlem (North)",15,"Manhattan",1,86565,37462,11560,13824,26033,86012,86329,49748,15,0.302667069711203,0.133541269566222,0.160131589616467,112,43,49.6736556344943,0,"MN10",TRUE,8,4696312,4,12527,6,0.85345224099586,101429.225727957,14678.0328157352,8.45474570919883,2.60468768810706,1.94591014905531,2.19722457733622,11.5271264098231,4.9748,30.2667069711203,13.3541269566222,"Manhattan",51.2305324042351,0.839343219404944
"MN1101","East Harlem (South)",11,"Manhattan",1,61875,26904,10613,11360,18237,59534,61114,46953,11,0.306329156448416,0.171523232323232,0.185882121936054,31,12,19.3939393939394,0,"MN11",TRUE,4,9842288,3,37888,4,0.597377875089909,103577.655919526,63423.8420602665,9.19454508057331,3.66068571974315,1.6094379124341,1.6094379124341,11.5480865636389,4.6953,30.6329156448416,17.1523232323232,"Manhattan",37.0176311951257,0.324169851299942
"MN1102","East Harlem (North)",12,"Manhattan",1,63246,28197,8951,11290,19846,62593,62806,44772,12,0.317064208457815,0.141526736868735,0.17975989555138,403,99,156.531638364482,0,"MN11",TRUE,7,8787117,2,15977,1,0.936901556049318,67505.4914698751,17053.0189611073,9.08115574702534,2.8318594868285,0.693147180559945,2.07944154167984,11.1199790421607,4.4772,31.7064208457815,14.1526736868735,"Manhattan",33.0479558038935,2.9956467076955
"MN1201","Washington Heights (South)",11,"Manhattan",1,76079,27997,14044,15538,18087,74629,75838,61497,11,0.24235886853636,0.184597589347915,0.204884095044701,59,28,36.8038486310283,0,"MN12",TRUE,8,11007009,4,27604,1,0.754263996689042,100865.214744387,36597.2658395098,9.30637837776,3.35354656818615,0.693147180559945,2.19722457733622,11.5215503112655,6.1497,24.235886853636,18.4597589347915,"Manhattan",41.350191803363,0.677143171019652
"MN1202","Washington Heights (North)",12,"Manhattan",1,74030,29009,12632,9102,10411,72329,73187,84083,12,0.143939498679644,0.170633526948534,0.124366349215025,68,31,41.874915574767,0,"MN12",TRUE,4,10380665,6,13109,3,0.888549885749905,83315.5247524694,14753.2515734178,9.24779654848071,2.64681289163102,1.38629436111989,1.6094379124341,11.3304021848611,8.4083,14.3939498679644,17.0633526948534,"Manhattan",48.0375386473687,0.645328650736314
"MN1203","Inwood",6,"Manhattan",1,36850,15041,6140,6220,6002,36813,36850,69195,6,0.163040230353408,0.166621438263229,0.168792401628223,31,17,46.1329715061058,0,"MN12",TRUE,4,4012377,3,5202,0,0.517855294595754,71158.8746596975,10045.2772314721,8.29738831053418,1.82487182067826,0,1.6094379124341,11.1726843803912,6.9195,16.3040230353408,16.6621438263229,"Manhattan",16.7664823296903,1.01392764837119
"QN0101","Astoria (North)-Ditmars-Steinway",17,"Queens",1,48620,20521,6650,4435,5050,48422,48620,100929,16,0.104291437776217,0.136774989716166,0.0912176059234883,59,25,51.4191690662279,0,"QN01",TRUE,3,6295291,2,11724,2,2.09130675023969,23248.6219414859,5606.06424603005,8.74771600885125,2.5434899738869,1.09861228866811,1.38629436111989,10.054044150302,10.0929,10.4291437776217,13.6774989716166,"Queens",27.9266321496917,0.89520282524565
"QN0102","Old Astoria-Hallets Point",6,"Queens",1,13998,6641,1761,1961,2699,13948,13996,112417,5,0.193504445081732,0.125803686240892,0.140111460417262,8,3,21.4316330904415,0,"QN01",TRUE,3,0,0,2661,1,0.397837298747487,35185.2378951646,6688.66395478162,0,1.2977363341381,0.693147180559945,1.38629436111989,10.4684103162506,11.2417,19.3504445081732,12.5803686240892,"Queens",3.54997133460393,0.845077246330697
"QN0103","Astoria (Central)",11,"Queens",1,48044,24001,6095,3870,4578,47712,47761,101745,11,0.0959507042253521,0.126862875697277,0.0810284541780951,44,24,49.9542086420781,0,"QN01",TRUE,1,8094741,3,13739,1,0.756313924549625,63523.8866302899,18165.7372078418,8.9990933999088,2.69049704185462,0.693147180559945,0.693147180559945,11.0591870235396,10.1745,9.59507042253521,12.6862875697277,"Queens",28.1497484896984,0.85258310598345
"QN0104","Astoria (East)-Woodside (North)",14,"Queens",1,36805,16717,4995,3732,4371,36741,36802,79887,14,0.118967910508696,0.135715256079337,0.101407532199337,187,57,154.870262192637,0,"QN01",TRUE,2,5068165,2,11956,2,0.934129122353612,39400.3346210499,12799.0871003742,8.53093138874156,2.56155900130908,1.09861228866811,1.09861228866811,10.581554968343,7.9887,11.8967910508696,13.5715256079337,"Queens",20.2473579016995,2.81518212285938
"QN0105","Queensbridge-Ravenswood-Dutch Kills",12,"Queens",1,29051,13688,3882,3600,6146,28861,29051,76600,11,0.212951734174145,0.133627069636157,0.123920002753778,19,7,24.0955560910124,0,"QN01",TRUE,4,9133063,4,34395,46,0.994374627300196,29215.3472166478,34589.579274951,9.11976589102792,3.56657056722615,3.85014760171006,1.6094379124341,10.2824836677931,7.66,21.2951734174145,13.3627069636157,"Queens",23.4393816828944,0.298642690097429
"QN0201","Long Island City-Hunters Point",9,"Queens",1,30464,15844,1548,1421,2411,30464,30443,170326,7,0.0791425945378151,0.0508140756302521,0.0466773971027823,30,18,59.0861344537815,0,"QN02",TRUE,4,16564664,5,38735,11,0.989847196257281,30776.467433749,39132.3025881785,9.71508739844618,3.68223241139214,2.484906649788,1.6094379124341,10.3345381244024,17.0326,7.91425945378151,5.08140756302521,"Queens",37.516506064775,0.479788815326291
"QN0202","Sunnyside",18,"Queens",1,46879,21055,6366,3680,5974,46645,46747,81960,14,0.128073748526101,0.135796412039506,0.0787216291954564,46,33,70.3939930459267,0,"QN02",TRUE,4,9122248,4,40860,7,1.71106520968238,27397.553135162,23879.8613686878,9.11858116001633,3.73433071701785,2.07944154167984,1.6094379124341,10.2182454856959,8.196,12.8073748526101,13.5796412039506,"Queens",35.4394946952757,0.931164518110329
"QN0203","Woodside",14,"Queens",1,46947,18812,8477,3358,4129,46495,46716,75617,14,0.0888052478761157,0.1805653183377,0.0718811542084083,83,47,100.112893262615,0,"QN02",TRUE,1,7473043,4,17385,7,1.18191901827003,39720.9954948658,14709.1295860916,8.91919136330691,2.91153511475324,2.07944154167984,0.693147180559945,10.5896603559421,7.5617,8.88052478761157,18.05653183377,"Queens",27.5543855908509,1.70571758332386
"QN0301","Jackson Heights",20,"Queens",1,93975,35581,16375,10048,12318,93562,93709,79884,20,0.131656014193797,0.174248470337856,0.10722555997823,110,58,61.7185421654695,0,"QN03",TRUE,4,8289765,2,17169,1,1.4102797998211,66635.713006682,12174.1799054187,9.02289752372706,2.8997168451203,0.693147180559945,1.6094379124341,11.1070109509946,7.9884,13.1656014193797,17.4248470337856,"Queens",45.0344683704676,1.28790240228604
"QN0302","East Elmhurst",10,"Queens",1,29093,8647,4309,2770,4225,28350,28685,80116,10,0.149029982363316,0.148111229505379,0.0965661495555168,67,36,123.741106107998,0,"QN03",TRUE,7,0,0,8081,12,1.0317649249312,28197.3144240583,7832.21042384131,0,2.20618431870769,2.56494935746154,2.07944154167984,10.2470174829433,8.0116,14.9029982363316,14.8111229505379,"Queens",10.2883493856964,3.49910356369213
"QN0303","North Corona",10,"Queens",1,38521,9738,3240,2912,6621,38291,38472,80006,10,0.172912694889138,0.0841099659925755,0.0756914119359534,49,24,62.3036785130189,0,"QN03",TRUE,1,3789908,1,3758,2,0.500797197798861,76919.3601108596,7504.03559867632,8.2403608472187,1.55982741188077,1.09861228866811,0.693147180559945,11.2505258813202,8.0006,17.2912694889138,8.41099659925755,"Queens",19.8613953615505,1.20837431424689
"QN0401","Elmhurst",23,"Queens",1,100015,33039,13881,8491,14839,99136,99802,72467,23,0.149683263395739,0.138789181622757,0.0850784553415763,140,77,76.9884517322402,0,"QN04",TRUE,5,34258333,5,25533,2,1.51020660153361,66226.0381450029,16906.9582758222,10.4417143029203,3.27838924128924,1.09861228866811,1.79175946922805,11.1008440897332,7.2467,14.9683263395739,13.8789181622757,"Queens",63.8785354436043,1.20541273317044
"QN0402","Corona",17,"Queens",1,67341,20432,9579,9178,13547,65933,66838,69520,17,0.205466155036173,0.142246179890409,0.137317095065681,150,54,80.188889383882,0,"QN04",TRUE,6,4981726,1,10404,2,0.86180512595918,78139.4748900457,12072.3347849904,8.51373240981392,2.43396417105043,1.09861228866811,1.94591014905531,11.2662634460163,6.952,20.5466155036173,14.2246179890409,"Queens",30.86434466617,1.7495916593748
"QN0501","Maspeth",20,"Queens",1,40680,14746,6849,3926,5126,40374,40455,87267,18,0.126962896913855,0.168362831858407,0.0970461006056112,81,11,27.0403146509341,0,"QN05",TRUE,3,0,0,17594,2,2.09174875423514,19447.8423460923,8411.14400779617,0,2.92283894803367,1.09861228866811,1.38629436111989,9.87554282779412,8.7267,12.6962896913855,16.8362831858407,"Queens",12.9914225600394,0.846712509670431
"QN0502","Ridgewood",19,"Queens",1,66747,25112,7619,5811,8978,66482,66678,87554,18,0.135044072079661,0.114147452319954,0.0871501844686403,70,39,58.4295923412288,0,"QN05",TRUE,4,6077480,5,11386,1,1.52623951089204,43732.9786862799,7460.16592988424,8.712509943705,2.51656680251587,0.693147180559945,1.6094379124341,10.6858806232612,8.7554,13.5044072079661,11.4147452319954,"Queens",37.2537723975585,1.04687384632639
"QN0503","Glendale",13,"Queens",1,35585,12880,5838,3341,3209,35419,35558,94437,13,0.0906010898105537,0.164057889560208,0.0939591653073851,21,13,36.5322467331741,0,"QN05",TRUE,3,0,0,8590,0,1.07633418357394,33061.2931774042,7980.79270461999,0,2.26072088889535,0,1.38629436111989,10.4061487330772,9.4437,9.06010898105537,16.4057889560208,"Queens",9.63253100274138,1.34959337232346
"QN0504","Middle Village",14,"Queens",1,34057,12976,8239,4207,2778,33603,33715,94141,13,0.082671190072315,0.241917961065273,0.124781254634436,9,6,17.6175235634378,0,"QN05",TRUE,3,0,0,4211,0,1.25341878840747,27171.2856987496,3359.61135970387,0,1.65077177592708,0,1.38629436111989,10.2099528247101,9.4141,8.2671190072315,24.1917961065273,"Queens",6.39883590325747,0.937670553005676
"QN0601","Rego Park",8,"Queens",1,29744,12637,6580,3600,3384,29612,29733,84920,8,0.114277995407267,0.221221086605702,0.121077590555948,11,6,20.1721355567509,0,"QN06",TRUE,1,3286942,1,17259,1,0.724336842766078,41063.7679099884,23827.3120749896,8.09801711611781,2.9046581091546,0.693147180559945,0.693147180559945,10.6229058043865,8.492,11.4277995407267,22.1221086605702,"Queens",11.7532098107792,0.510498842154356
"QN0602","Forest Hills",24,"Queens",1,93621,40992,19661,10452,9048,93137,93205,107850,24,0.0971472132450047,0.210006302004892,0.112139906657368,52,30,32.044092671516,0,"QN06",TRUE,9,14705032,4,37517,0,2.07883457358255,45035.3295013074,18047.1310592768,9.59601302873639,3.65109970227706,0,2.30258509299405,10.7152247652944,10.785,9.71472132450047,21.0006302004892,"Queens",44.7726246545003,0.670052297168256
"QN0701","College Point",7,"Queens",1,30120,9642,6540,2703,3237,29574,29607,91833,7,0.109454250355042,0.217131474103586,0.0912959773026649,8,1,3.32005312084993,0,"QN07",TRUE,3,0,0,21347,5,2.39286681309968,12587.4118171178,8921.09827556487,0,3.10669208386225,1.79175946922805,1.38629436111989,9.4405319727046,9.1833,10.9454250355042,21.7131474103586,"Queens",9.26300803442531,0.107956291982429
"QN0702","Whitestone-Beechhurst",7,"Queens",1,29547,11007,7382,2944,2065,29348,29382,103344,7,0.0703625459997274,0.249839239178258,0.100197399768566,10,7,23.6910684671879,0,"QN07",TRUE,3,0,0,5481,0,1.88811509070068,15648.9401231548,2902.89507615025,0,1.86887481944558,0,1.38629436111989,9.65822236996448,10.3344,7.03625459997274,24.9839239178258,"Queens",5.73783258681878,1.21997285457243
"QN0703","Bay Terrace-Clearview",5,"Queens",1,23195,10403,7029,3650,2349,23154,23175,103249,5,0.101451153148484,0.30303944815693,0.157497303128371,3,2,8.62254796292304,0,"QN07",TRUE,6,0,0,3135,0,1.41040842564992,16445.5909211629,2222.76040258012,0,1.41948732847565,0,1.94591014905531,9.7078734958815,10.3249,10.1451153148484,30.303944815693,"Queens",3.30677872394027,0.604818213423381
"QN0704","Murray Hill-Broadway Flushing",15,"Queens",1,53912,19740,11930,4647,10319,53047,53110,72788,15,0.19452560936528,0.221286541029826,0.087497646394276,21,14,25.9682445466686,0,"QN07",TRUE,3,0,0,13236,0,2.02496196142163,26623.7099891748,6536.41907955033,0,2.65577396764795,0,1.38629436111989,10.189595010527,7.2788,19.452560936528,22.1286541029826,"Queens",10.7200654768605,1.30596217254637
"QN0705","East Flushing",14,"Queens",1,30771,11132,8075,3854,5085,30664,30751,61333,13,0.16582963735977,0.262422410711384,0.125329257585119,19,10,32.4981313574469,0,"QN07",TRUE,1,0,0,5483,0,1.13564638944685,27095.5821160035,4828.08737909223,0,1.86918336619286,0,0.693147180559945,10.2071628777332,6.1333,16.582963735977,26.2422410711384,"Queens",4.84195050669765,2.06528339894583
"QN0706","Queensboro Hill",5,"Queens",1,20405,6216,3695,1944,3459,20391,20402,71064,5,0.169633661909666,0.181083067875521,0.0952847760023527,7,3,14.7022788532222,0,"QN07",TRUE,2,0,0,5541,0,0.94796371952772,21525.0853800247,5845.16040630811,0,1.87809005897908,0,1.09861228866811,9.97702075218378,7.1064,16.9633661909666,18.1083067875521,"Queens",4.35688051921782,0.688566047833367
"QN0707","Flushing-Willets Point",14,"Queens",1,61079,26505,14708,7975,13143,60291,60305,55738,13,0.217992735234115,0.240802894611896,0.1322444241771,37,14,22.9211349236235,0,"QN07",TRUE,7,17447037,2,48471,24,1.38222723999832,44188.8267229304,35067.3164276946,9.7669824284661,3.90138663930659,3.2188758248682,2.07944154167984,10.6962498769343,5.5738,21.7992735234115,24.0802894611896,"Queens",32.8667711029577,0.425962135317276
"QN0801","Kew Gardens Hills",8,"Queens",1,35598,12834,6468,3820,3735,34340,35585,85291,8,0.108765288293535,0.181695600876454,0.107348601939019,7,3,8.42743974380583,0,"QN08",TRUE,5,0,0,9924,1,1.2304991726214,28929.7228247327,8065.01964471733,0,2.39096220361146,0.693147180559945,1.79175946922805,10.2726593829582,8.5291,10.8765288293535,18.1695600876454,"Queens",9.72561128958326,0.308463901206209
"QN0802","Pomonok-Electchester-Hillcrest",8,"Queens",1,34432,12434,6503,4674,4360,32059,34308,78614,8,0.135999251380268,0.18886500929368,0.136236446309899,8,2,5.80855018587361,0,"QN08",TRUE,5,0,0,13467,1,1.32626536773218,25961.62188784,10154.0764975471,0,2.67187019364745,0.693147180559945,1.79175946922805,10.1644131629385,7.8614,13.5999251380268,18.886500929368,"Queens",9.1761732418918,0.217955780397589
"QN0803","Fresh Meadows-Utopia",6,"Queens",1,20679,7952,4152,1554,1800,20677,20679,97257,6,0.0870532475697635,0.200783403452778,0.0751487015813144,9,5,24.1791189129068,0,"QN08",TRUE,6,0,0,6431,1,1.19074467874703,17366.4433434711,5400.82195182854,0,2.00566043917533,0.693147180559945,1.94591014905531,9.76235266034615,9.7257,8.70532475697635,20.0783403452778,"Queens",5.1937439508697,0.962696668780282
"QN0804","Jamaica Estates-Holliswood",8,"Queens",1,23270,8841,5160,2111,2692,22630,22961,87536,8,0.11895713654441,0.221744735711216,0.0919385044205392,12,8,34.3790287924366,0,"QN08",TRUE,3,0,0,9544,1,1.41366180385503,16460.7970142103,6751.26113896101,0,2.35555697776015,0.693147180559945,1.38629436111989,9.70879764288983,8.7536,11.895713654441,22.1744735711216,"Queens",5.41818434683932,1.47650937802933
"QN0805","Jamaica Hills-Briarwood",10,"Queens",1,37121,14186,7028,4236,5130,36526,36534,92556,10,0.140447900125938,0.189326796153121,0.115946789292166,17,6,16.1633576681663,0,"QN08",TRUE,4,0,0,7845,6,0.99163626217508,37434.0889053188,7911.16692605873,0,2.17985232761175,1.94591014905531,1.6094379124341,10.530363749587,9.2556,14.0447900125938,18.9326796153121,"Queens",10.5504706807439,0.568695007223789
"QN0901","Kew Gardens",9,"Queens",1,24548,10568,4567,2791,2301,24339,24483,89550,8,0.0945396277579194,0.18604366954538,0.113997467630601,16,11,44.8101678344468,0,"QN09",TRUE,1,2350074,2,8609,1,0.72762101019645,33737.3435566028,11831.7089245068,7.76262752401238,2.26270015929513,0.693147180559945,0.693147180559945,10.426390260544,8.955,9.45396277579194,18.604366954538,"Queens",10.1881989478228,1.07968052610031
"QN0902","Richmond Hill",13,"Queens",1,32785,10389,5217,3651,3278,32223,32396,88385,13,0.101728578965335,0.159127649839866,0.112699098654155,19,10,30.5017538508464,0,"QN09",TRUE,1,1608148,3,12076,0,1.08577813139533,30194.9349061472,11121.9775484714,7.38346012536013,2.57077848886196,0,0.693147180559945,10.3154625885461,8.8385,10.1728578965335,15.9127649839866,"Queens",14.073429092488,0.710558879025279
"QN0903","South Richmond Hill",9,"Queens",1,23493,6508,3467,2550,2797,23348,23462,85086,8,0.119796128148021,0.147575873664496,0.108686386497315,18,6,25.5395224109309,0,"QN09",TRUE,1,0,0,2135,0,0.568509673761598,41323.8350801603,3755.43301818168,0,1.14262917408488,0,0.693147180559945,10.6292189318805,8.5086,11.9796128148021,14.7575873664496,"Queens",5.43618064491276,1.1037160815498
"QN0904","Ozone Park (North)",10,"Queens",1,25562,7417,3540,2619,4823,25327,25539,80586,10,0.190429186243929,0.138486816368046,0.102549042640667,17,8,31.2964556763946,0,"QN09",TRUE,4,0,0,11095,0,0.648792716947091,39399.3325330201,17100.9934454995,0,2.49279214406199,0,1.6094379124341,10.5815295351748,8.0586,19.0429186243929,13.8486816368046,"Queens",6.76248688947303,1.18299674820122
"QN0905","Woodhaven",13,"Queens",1,39914,11883,5824,3974,4248,39836,39904,93448,13,0.106637212571543,0.145913714486145,0.0995890136327185,11,3,7.51615974344841,0,"QN09",TRUE,3,2528344,3,2869,0,0.85110687761973,46896.5779146639,3370.9044955948,7.83571525956293,1.35299607571838,0,1.38629436111989,10.7557213094902,9.3448,10.6637212571543,14.5913714486145,"Queens",15.2235486179205,0.197063120780429
"QN1001","South Ozone Park",25,"Queens",1,80840,22848,14458,8360,9641,80219,80818,100469,25,0.120183497675114,0.17884710539337,0.103442302457373,93,40,49.480455220188,0,"QN10",TRUE,3,2338522,4,10619,4,2.93548386386927,27538.9011654946,3617.46154720914,7.7577019139808,2.45264168920072,1.6094379124341,1.38629436111989,10.2233911835142,10.0469,12.0183497675114,17.884710539337,"Queens",38.3602974443823,1.04274478210173
"QN1002","Ozone Park",7,"Queens",1,23862,7518,3791,3080,2430,23561,23862,86696,6,0.103136539196129,0.158871846450423,0.129075517559299,17,10,41.9076355712011,0,"QN10",TRUE,2,3305604,4,3937,2,0.900617337933483,26495.1594811096,4371.44593400086,8.10367695981832,1.59675785927673,1.09861228866811,1.09861228866811,10.1847550762305,8.6696,10.3136539196129,15.8871846450423,"Queens",10.51068530849,0.951412748693226
"QN1003","Howard Beach-Lindenwood",4,"Queens",1,31308,11346,7530,6066,2165,31308,31293,100809,4,0.0691516545291938,0.24051360674588,0.19384526890998,3,1,3.19407180273413,0,"QN10",TRUE,3,1060744,1,3810,1,1.8869404705006,16591.9383729653,2019.14159962303,6.96766811812962,1.57069708411767,0.693147180559945,1.38629436111989,9.71673248461776,10.0809,6.91516545291938,24.051360674588,"Queens",9.66280548367734,0.103489612999995
"QN1101","Auburndale",13,"Queens",1,34216,12682,7552,3396,3365,33581,33953,94848,13,0.100205473333135,0.220715454758008,0.100020616734898,17,10,29.2260930558803,0,"QN11",TRUE,2,0,0,6513,2,1.98949847237488,17198.3042335067,3273.68936967585,0,2.01663485338702,1.09861228866811,1.09861228866811,9.75262421044305,9.4848,10.0205473333135,22.0715454758008,"Queens",8.2041987825244,1.21888806757106
"QN1102","Bayside",13,"Queens",1,35395,12688,7175,3449,3937,35278,35296,108454,13,0.111599297012302,0.202712247492584,0.0977164551223935,17,8,22.6020624381975,0,"QN11",TRUE,6,0,0,12524,3,2.52561338511012,14014.4173327054,4958.7953856421,0,2.60446588484564,1.38629436111989,1.94591014905531,9.54791324072996,10.8454,11.1599297012302,20.2712247492584,"Queens",10.1784874985994,0.785971393205602
"QN1103","Douglaston-Little Neck",6,"Queens",1,25623,10088,6890,3204,1498,25536,25536,122147,6,0.0586622807017544,0.268899036022324,0.12546992481203,5,2,7.80548725754205,0,"QN11",TRUE,6,0,0,6580,0,2.44451637985651,10481.8279031143,2691.7389689924,0,2.02551319965428,0,1.94591014905531,9.25749375955871,12.2147,5.86622807017544,26.8899036022324,"Queens",4.89635766164368,0.408466892781809
"QN1104","Oakland Gardens-Hollis Hills",5,"Queens",1,24840,9834,5922,2323,1851,24840,24840,102446,5,0.0745169082125604,0.238405797101449,0.0935185185185185,5,2,8.05152979066023,0,"QN11",TRUE,5,0,0,2366,0,1.42170339856202,17471.9987482089,1664.20084695098,0,1.21372509576861,0,1.79175946922805,9.76841203969758,10.2446,7.45169082125604,23.8405797101449,"Queens",4.53111629929506,0.441392334227033
"QN1201","Jamaica",15,"Queens",1,56742,18224,8438,6584,10259,55997,56489,61143,14,0.1832062431916,0.148708187938388,0.116553665315371,83,49,86.3557858376511,0,"QN12",TRUE,3,22770637,6,23049,25,1.67975389122311,33779.9485367963,13721.6529876391,10.0332710493151,3.18009341564572,3.25809653802148,1.38629436111989,10.4276522698017,6.1143,18.32062431916,14.8708187938388,"Queens",41.5588227788674,1.17905168442154
"QN1202","South Jamaica",14,"Queens",1,42675,12660,5456,3846,5874,42469,42628,74002,13,0.138312651581153,0.127850029291154,0.0902223890400676,29,13,30.4628002343292,0,"QN12",TRUE,3,0,0,2949,1,1.35826282587964,31418.8087805193,2171.15564367314,0,1.37346238230451,0.693147180559945,1.38629436111989,10.3551938258751,7.4002,13.8312651581153,12.7850029291154,"Queens",11.6408058760194,1.11676117087225
"QN1203","Baisley Park",20,"Queens",1,43885,13205,6302,4793,5385,43598,43845,85631,19,0.123514840130281,0.14360259769853,0.109316911848557,28,13,29.6228779765296,0,"QN12",TRUE,5,0,0,3661,8,1.71992434603195,25515.6571864613,2128.58199748513,0,1.5392300173906,2.19722457733622,1.79175946922805,10.1470867408877,8.5631,12.3514840130281,14.360259769853,"Queens",14.2363651397905,0.913154437410789
"QN1204","Springfield Gardens (North)-Rochdale Village",6,"Queens",1,33511,12948,5597,4502,4615,33348,33486,77057,6,0.138389108792131,0.167019784548357,0.134444245356268,15,9,26.8568529736504,0,"QN12",TRUE,4,0,0,5209,6,1.23623563938979,27107.2916297261,4213.59798571345,0,1.82599985238276,1.94591014905531,1.6094379124341,10.2075949242668,7.7057,13.8389108792131,16.7019784548357,"Queens",9.84086608249358,0.914553650517667
"QN1205","St. Albans",23,"Queens",1,54727,16417,8915,6023,5140,54190,54412,101281,22,0.094851448606754,0.162899482887788,0.110692494302727,26,5,9.1362581541104,0,"QN12",TRUE,5,0,0,4861,0,2.66431465769233,20540.7420035745,1824.48420120554,0,1.76832023749429,0,1.79175946922805,9.93021429018697,10.1281,9.4851448606754,16.2899482887788,"Queens",13.887584331445,0.360033817305341
"QN1206","Hollis",10,"Queens",1,22264,6848,4028,2671,2641,21629,21913,85188,10,0.122104581811457,0.180919870643191,0.121891114863323,20,9,40.4240028745958,0,"QN12",TRUE,2,0,0,2181,0,0.87771217056264,25365.9465445581,2484.8692693892,0,1.15719561276701,0,1.09861228866811,10.1412022884148,8.5188,12.2104581811457,18.0919870643191,"Queens",4.58744438364214,1.96187664576209
"QN1301","Glen Oaks-Floral Park-New Hyde Park",6,"Queens",1,22157,8972,8043,3629,1838,21506,21591,110908,6,0.0854645215288757,0.363000406192174,0.168079292297717,3,1,4.51324637811978,0,"QN13",TRUE,2,0,0,15994,1,1.62927565053197,13599.2948723966,9816.63231435261,0,2.83286034058135,0.693147180559945,1.09861228866811,9.51784675328296,11.0908,8.54645215288757,36.3000406192174,"Queens",3.48167048075224,0.28721845031812
"QN1302","Bellerose",6,"Queens",1,26891,8726,6780,3860,1903,26418,26467,104693,6,0.0720342190930426,0.252128965081254,0.14584199191446,6,3,11.1561488974006,0,"QN13",TRUE,5,0,0,6813,1,1.98440174719053,13551.1874236513,3433.27655785715,0,2.05578901301461,0.693147180559945,1.79175946922805,9.51430324675867,10.4693,7.20342190930426,25.2128965081254,"Queens",5.78493353398873,0.51858849931012
"QN1303","Queens Village",20,"Queens",1,55339,16816,11819,6869,5257,55046,55158,104046,19,0.0955019438287977,0.213574513453442,0.124533159287864,31,14,25.2986139973617,0,"QN13",TRUE,3,0,0,7837,2,2.49855195087455,22148.4288051846,3136.6167900799,0,2.17894745253587,1.09861228866811,1.38629436111989,10.0055669875645,10.4046,9.55019438287977,21.3574513453442,"Queens",14.0527067884103,0.996249349737108
"QN1304","Cambria Heights",13,"Queens",1,19981,6567,4803,2716,1498,19775,19971,112672,13,0.0757522123893805,0.240378359441469,0.135997195934104,6,2,10.0095090335819,0,"QN13",TRUE,5,0,0,1314,0,1.18633969504557,16842.5621122225,1107.60855890397,0,0.838977628771485,0,1.79175946922805,9.73172379228173,11.2672,7.57522123893805,24.0378359441469,"Queens",3.42899486876814,0.583261298585289
"QN1305","Laurelton",11,"Queens",1,27708,8789,5104,2745,1536,27510,27588,114800,11,0.0558342420937841,0.184206727298975,0.0994997825141366,17,8,28.872527789808,0,"QN13",TRUE,1,0,0,2074,0,1.42908521294577,19388.6268985217,1451.27804921084,0,1.1229796451164,0,0.693147180559945,9.87249350609807,11.48,5.58342420937841,18.4206727298975,"Queens",6.26300605526223,1.27734189132363
"QN1306","Springfield Gardens (South)-Brookville",7,"Queens",1,24458,6819,3113,1919,2475,23947,24347,115929,5,0.10335323840147,0.127279417777414,0.0788187456360127,20,8,32.7091340256767,0,"QN13",TRUE,3,0,0,10113,7,2.0602641748075,11871.2931569978,4908.59382192816,0,2.40811559420351,2.07944154167984,1.38629436111989,9.38196265824564,11.5929,10.335323840147,12.7279417777414,"Queens",9.95821083290235,0.803357162670995
