type;statut;adresse;arrondissement;horaire;acces_pmr;relais_bebe;url_fiche_equipement;geo_shape;geo_point_2d
Sanisette;En service;27 bd poissonniere;75002;24/24h;Oui;Non;;"{""coordinates"": [2.3436539998311914, 48.871311000377034], ""type"": ""Point""}";48.871311000377034, 2.3436539998311914
WC;Hors service;2 quai de l archeveche;75004;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-jean-xxiii-35;"{""coordinates"": [2.351064327131835, 48.85284931542226], ""type"": ""Point""}";48.85284931542226, 2.351064327131835
Sanisette;En service;119b rue saint-antoine;75004;23h57 - 23h58;Oui;Non;;"{""coordinates"": [2.3605029994385647, 48.855252999706806], ""type"": ""Point""}";48.855252999706806, 2.3605029994385647
Sanisette;En service;16 w rue buffon;75005;08h00 - 17h00;Oui;Non;;"{""coordinates"": [2.3606220006197094, 48.84433299987727], ""type"": ""Point""}";48.84433299987727, 2.3606220006197094
Sanisette;En service;135b bd du montparnasse;75006;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.332351000486413, 48.84122000004061], ""type"": ""Point""}";48.84122000004061, 2.332351000486413
Sanisette;En service;93b bd du montparnasse;75006;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3275829994274915, 48.84286800014476], ""type"": ""Point""}";48.84286800014476, 2.3275829994274915
Sanisette;En service;2t pl joffre;75007;24/24h;Oui;Non;;"{""coordinates"": [2.3051089994689358, 48.85433100021918], ""type"": ""Point""}";48.85433100021918, 2.3051089994689358
Sanisette;En service;2 rue de mazagran;75010;06h00 - 06h02;Non;Non;;"{""coordinates"": [2.3512069999291474, 48.87027700036826], ""type"": ""Point""}";48.87027700036826, 2.3512069999291474
Sanisette;En service;117 qu de valmy;75010;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.363490000115806, 48.8753499999498], ""type"": ""Point""}";48.8753499999498, 2.363490000115806
Sanisette;En service;81b bd de la villette;75010;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3708719998770422, 48.87743100005244], ""type"": ""Point""}";48.87743100005244, 2.3708719998770422
Sanisette;En service;1 av de verdun;75010;24/24h;Oui;Non;;"{""coordinates"": [2.3614029999510397, 48.87629499978287], ""type"": ""Point""}";48.87629499978287, 2.3614029999510397
Sanisette;En service;195 rue du faubourg poissonniere;75010;21h59 - 22h00;Oui;Non;;"{""coordinates"": [2.3496630005578174, 48.88326399964491], ""type"": ""Point""}";48.88326399964491, 2.3496630005578174
Sanisette;En service;28 rue du general guilhem;75011;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3790769994169096, 48.86230200015077], ""type"": ""Point""}";48.86230200015077, 2.3790769994169096
Sanisette;En service;96 rue oberkampf;75011;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.37761300023142, 48.86576100043247], ""type"": ""Point""}";48.86576100043247, 2.37761300023142
Sanisette;En service;2 rue paul dukas;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.392042000365784, 48.840502999686144], ""type"": ""Point""}";48.840502999686144, 2.392042000365784
WC;En service;30 rue du rendez-vous;75012;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-debergue-rendez-vous-2848;"{""coordinates"": [2.4039110734655846, 48.84657172830047], ""type"": ""Point""}";48.84657172830047, 2.4039110734655846
Sanisette;En service;2 v bd de reuilly;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.389580000482424, 48.838922999875344], ""type"": ""Point""}";48.838922999875344, 2.389580000482424
Sanisette;En service;2 av claudius regaud;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.372721000201444, 48.82228900039548], ""type"": ""Point""}";48.82228900039548, 2.372721000201444
WC;En service;93 rue du chateau des rentiers;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-florence-blumenthal-2523;"{""coordinates"": [2.3673178731393754, 48.827498385447356], ""type"": ""Point""}";48.827498385447356, 2.3673178731393754
WC;En service;22 rue de la fontaine a mulard;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-paul-grimault-2567;"{""coordinates"": [2.3485091460670224, 48.82302967544841], ""type"": ""Point""}";48.82302967544841, 2.3485091460670224
Sanisette;En service;1 rue jean rey;75015;24/24h;Oui;Non;;"{""coordinates"": [2.2898729994070504, 48.85555399956984], ""type"": ""Point""}";48.85555399956984, 2.2898729994070504
Sanisette;En service;22 rue gros;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2753980004073235, 48.85125999992028], ""type"": ""Point""}";48.85125999992028, 2.2753980004073235
WC;En service;93 avenue de l' hippodrome;75016;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/parc-de-bagatelle-1808;"{""coordinates"": [2.24571855392109, 48.868443030700334], ""type"": ""Point""}";48.868443030700334, 2.24571855392109
Lavatory;En service;1 av des nations unies;75016;10h00-18h00;Non;Non;;"{""coordinates"": [2.2917962698692977, 48.861732100857765], ""type"": ""Point""}";48.861732100857765, 2.2917962698692977
Sanisette;En service;3 av de la porte des ternes;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2829540000409247, 48.8811389996345], ""type"": ""Point""}";48.8811389996345, 2.2829540000409247
Sanisette;En service;186 bd ney;75018;24/24h;Oui;Non;;"{""coordinates"": [2.329484000444752, 48.897914000345686], ""type"": ""Point""}";48.897914000345686, 2.329484000444752
WC;Hors service;38 rue charles hermite;75018;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-charles-hermite-2648;"{""coordinates"": [2.366573420983327, 48.89989643206477], ""type"": ""Point""}";48.89989643206477, 2.366573420983327
Sanisette;En service;12 rue marcel sembat;75018;24/24h;Oui;Non;;"{""coordinates"": [2.3377140002823458, 48.8990230002305], ""type"": ""Point""}";48.8990230002305, 2.3377140002823458
Sanisette;En service;52 bd marguerite de rochechouart;75018;21h59 - 22h00;Oui;Non;;"{""coordinates"": [2.345855999825567, 48.88324600019954], ""type"": ""Point""}";48.88324600019954, 2.345855999825567
Sanisette;En service;42 av simon bolivar;75019;24/24h;Oui;Non;;"{""coordinates"": [2.38054299978079, 48.87621299957802], ""type"": ""Point""}";48.87621299957802, 2.38054299978079
Sanisette;En service;161 rue de crimee;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3790580004698865, 48.888842000218574], ""type"": ""Point""}";48.888842000218574, 2.3790580004698865
Sanisette;En service;14 av du professeur andre lemierre;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.415241999740021, 48.85533899971065], ""type"": ""Point""}";48.85533899971065, 2.415241999740021
WC;En service;2 rue de buzenval;75020;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-sarah-bernhardt-1774;"{""coordinates"": [2.40370184146147, 48.849620046843484], ""type"": ""Point""}";48.849620046843484, 2.40370184146147
WC;Hors service;40 rue le vau;75020;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/square-emmanuel-fleury-2720;"{""coordinates"": [2.4112649493156337, 48.87081299107255], ""type"": ""Point""}";48.87081299107255, 2.4112649493156337
WC;En service;12 rue michel de bourges;75020;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-casque-d-or-2713;"{""coordinates"": [2.401213778352068, 48.85392001355039], ""type"": ""Point""}";48.85392001355039, 2.401213778352068
Sanisette;En service;6 rue de panama;75018;06h00 - 20h33;Oui;Non;;"{""coordinates"": [2.3527540005299024, 48.88764899975983], ""type"": ""Point""}";48.88764899975983, 2.3527540005299024
WC;Hors service;7 nd cd/18;75018;Horaires du parc;Oui;Non;;"{""coordinates"": [2.363820903429186, 48.8966156453422], ""type"": ""Point""}";48.8966156453422, 2.363820903429186
Sanisette;En service;9 imp alexandre lecuyer;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3417379994179384, 48.89777199983381], ""type"": ""Point""}";48.89777199983381, 2.3417379994179384
Sanisette;En service;32 av corentin cariou;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3856649999545296, 48.89731199959006], ""type"": ""Point""}";48.89731199959006, 2.3856649999545296
Sanisette;En service;2 av de laumiere;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3814320001101352, 48.88303199992398], ""type"": ""Point""}";48.88303199992398, 2.3814320001101352
Sanisette;En service;1 rue du japon;75020;24/24h;Oui;Non;;"{""coordinates"": [2.3998249994463534, 48.86489899973789], ""type"": ""Point""}";48.86489899973789, 2.3998249994463534
Sanisette;En service;171 rue des pyrenees;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.40103099972282, 48.86001899986408], ""type"": ""Point""}";48.86001899986408, 2.40103099972282
WC;En service;45 rue des couronnes;75020;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-des-couronnes-2748;"{""coordinates"": [2.384968920960215, 48.87154116048027], ""type"": ""Point""}";48.87154116048027, 2.384968920960215
Sanisette;En service;23 pl de la bourse;75002;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.340639000086698, 48.86893600009567], ""type"": ""Point""}";48.86893600009567, 2.340639000086698
Sanisette;En service;1 bd des filles du calvaire;75003;24/24h;Oui;Non;;"{""coordinates"": [2.367030999614015, 48.86112300001341], ""type"": ""Point""}";48.86112300001341, 2.367030999614015
Sanisette;En service;58b bd saint-michel;75006;24/24h;Oui;Non;;"{""coordinates"": [2.3400460002316805, 48.84613600025297], ""type"": ""Point""}";48.84613600025297, 2.3400460002316805
Urinoir;Hors service;21 quai anatole france;75007;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3222825945335166, 48.86181155673819], ""type"": ""Point""}";48.86181155673819, 2.3222825945335166
Sanisette;En service;4 av franklin d. roosevelt;75008;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3102040005778934, 48.87015400026656], ""type"": ""Point""}";48.87015400026656, 2.3102040005778934
WC;En service;1 place de la republique dominicaine;75008;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3061560915147212, 48.87943422815411], ""type"": ""Point""}";48.87943422815411, 2.3061560915147212
Sanisette;En service;74 bd de clichy;75009;24/24h;Oui;Non;;"{""coordinates"": [2.3335029995805887, 48.88355600007844], ""type"": ""Point""}";48.88355600007844, 2.3335029995805887
WC;En service;31 rue notre dame de lorette;75009;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-alex-biscarre-2464;"{""coordinates"": [2.336728380224635, 48.87858749586786], ""type"": ""Point""}";48.87858749586786, 2.336728380224635
Sanisette;En service;4 rue fernand foureau;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.411279000289181, 48.84620599974493], ""type"": ""Point""}";48.84620599974493, 2.411279000289181
Sanisette;En service;129 rue de la glaciere;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3418059999088467, 48.82669999980564], ""type"": ""Point""}";48.82669999980564, 2.3418059999088467
WC;En service;2 rue fernand widal;75013;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-helene-boucher-2513;"{""coordinates"": [2.3603105337704053, 48.81872280496346], ""type"": ""Point""}";48.81872280496346, 2.3603105337704053
Sanisette;En service;40 rue du chevaleret;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3766289996508227, 48.828350000238366], ""type"": ""Point""}";48.828350000238366, 2.3766289996508227
Sanisette;En service;2 v rue des mariniers;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311417000462912, 48.82765799983502], ""type"": ""Point""}";48.82765799983502, 2.311417000462912
Sanisette;En service;1 s rue maurice nogues;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3053559995891075, 48.82624000023127], ""type"": ""Point""}";48.82624000023127, 2.3053559995891075
WC;En service;6 place paul tortelier;75017;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-claire-motte-2820;"{""coordinates"": [2.304142778577189, 48.89189723662848], ""type"": ""Point""}";48.89189723662848, 2.304142778577189
Sanisette;En service;44 rue cesaria evora;75019;21h59 - 22h00;Oui;Non;;"{""coordinates"": [2.37659900036232, 48.89770400022884], ""type"": ""Point""}";48.89770400022884, 2.37659900036232
Sanisette;En service;4 rue de joinville;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3806269999988365, 48.88949999989094], ""type"": ""Point""}";48.88949999989094, 2.3806269999988365
Sanisette;En service;1 rue du maroc;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3703740004690315, 48.885789999828496], ""type"": ""Point""}";48.885789999828496, 2.3703740004690315
Sanisette;En service;118 bd de charonne;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.395936999373824, 48.85473800037653], ""type"": ""Point""}";48.85473800037653, 2.395936999373824
Sanisette;En service;9 av de la porte de menilmontant;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.409188000439303, 48.87072500007379], ""type"": ""Point""}";48.87072500007379, 2.409188000439303
Sanisette;En service;34 bd de belleville;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.381853999881199, 48.86836900011861], ""type"": ""Point""}";48.86836900011861, 2.381853999881199
WC;En service;1 place des vosges;75004;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-louis-xiii-36;"{""coordinates"": [2.365276627759591, 48.85522108096124], ""type"": ""Point""}";48.85522108096124, 2.365276627759591
Sanisette;En service;78 bd saint-marcel;75005;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.353552000228023, 48.83742600028599], ""type"": ""Point""}";48.83742600028599, 2.353552000228023
Sanisette;En service;184b bd saint-germain;75006;24/24h;Oui;Non;;"{""coordinates"": [2.3309899996955994, 48.85445899991381], ""type"": ""Point""}";48.85445899991381, 2.3309899996955994
Sanisette;En service;41b qu d'orsay;75007;24/24h;Oui;Non;;"{""coordinates"": [2.310900000016987, 48.862506999594046], ""type"": ""Point""}";48.862506999594046, 2.310900000016987
Sanisette;En service;42 rue d'alsace;75010;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.358600000445668, 48.87873399962815], ""type"": ""Point""}";48.87873399962815, 2.358600000445668
Sanisette;En service;2 v rue des ecluses saint-martin;75010;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.3681969998527252, 48.87625100031507], ""type"": ""Point""}";48.87625100031507, 2.3681969998527252
WC;En service;2 carrefour de la pyramide;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.458262733620495, 48.822863313168874], ""type"": ""Point""}";48.822863313168874, 2.458262733620495
WC;Hors service;2 carrefour de la pyramide;75012;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.4204189876204447, 48.84310448474707], ""type"": ""Point""}";48.84310448474707, 2.4204189876204447
WC;En service;6 rue antoine vallon;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-trousseau-2576;"{""coordinates"": [2.376966217600214, 48.850021923997524], ""type"": ""Point""}";48.850021923997524, 2.376966217600214
WC;En service;11 boulevard de la bastille;75012;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-du-port-de-l-arsenal-1783;"{""coordinates"": [2.3676189245638684, 48.84888019555787], ""type"": ""Point""}";48.84888019555787, 2.3676189245638684
Sanisette;En service;89 av d'italie;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.358158000071719, 48.82392400040274], ""type"": ""Point""}";48.82392400040274, 2.358158000071719
Sanisette;En service;24 v pl jeanne d'arc;75013;24/24h;Oui;Non;;"{""coordinates"": [2.368977999556735, 48.82978900039544], ""type"": ""Point""}";48.82978900039544, 2.368977999556735
Sanisette;En service;43b bd arago;75013;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3463720004044526, 48.8349649999147], ""type"": ""Point""}";48.8349649999147, 2.3463720004044526
WC;En service;2 rue de la montagne de la fage;75015;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-andre-citroen-1791;"{""coordinates"": [2.2790591009497088, 48.84038080012922], ""type"": ""Point""}";48.84038080012922, 2.2790591009497088
Sanisette;En service;2bv bd suchet;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2682330002198334, 48.86236300033649], ""type"": ""Point""}";48.86236300033649, 2.2682330002198334
Sanisette;En service;105 rue chardon-lagache;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2630849998625098, 48.83985200043711], ""type"": ""Point""}";48.83985200043711, 2.2630849998625098
Sanisette;En service;4 av niel;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.294483000629384, 48.87893599967904], ""type"": ""Point""}";48.87893599967904, 2.294483000629384
Sanisette;En service;59 rue des cloys;75018;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.336828000433842, 48.89346599973612], ""type"": ""Point""}";48.89346599973612, 2.336828000433842
Sanisette;En service;135 rue damremont;75018;24/24h;Oui;Non;;"{""coordinates"": [2.3382690006224656, 48.8965549996813], ""type"": ""Point""}";48.8965549996813, 2.3382690006224656
Sanisette;En service;18 rue gerard de nerval;75018;24/24h;Oui;Non;;"{""coordinates"": [2.3350770000594387, 48.90057399987358], ""type"": ""Point""}";48.90057399987358, 2.3350770000594387
WC;En service;7 rue botzaris;75019;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3851685144141865, 48.8798695519275], ""type"": ""Point""}";48.8798695519275, 2.3851685144141865
Sanisette;En service;12b rue meynadier;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3834239996492426, 48.883499999978575], ""type"": ""Point""}";48.883499999978575, 2.3834239996492426
WC;En service;7 rue botzaris;75019;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3873090506008023, 48.88106418703482], ""type"": ""Point""}";48.88106418703482, 2.3873090506008023
WC;Hors service;74 rue de la reunion;75020;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-de-la-place-de-la-reunion-2705;"{""coordinates"": [2.4015086818295086, 48.85581626708709], ""type"": ""Point""}";48.85581626708709, 2.4015086818295086
WC;En service;1 rue le vau;75020;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-severine-1776;"{""coordinates"": [2.4097626243737658, 48.86626191493033], ""type"": ""Point""}";48.86626191493033, 2.4097626243737658
Sanisette;En service;85 bd de sebastopol;75002;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3516230003101315, 48.864851999714816], ""type"": ""Point""}";48.864851999714816, 2.3516230003101315
Sanisette;En service;28 rue de l'hotel de ville;75004;24/24h;Oui;Non;;"{""coordinates"": [2.3560319998420343, 48.8541569998975], ""type"": ""Point""}";48.8541569998975, 2.3560319998420343
Sanisette;En service;6 qu de gesvres;75004;24/24h;Oui;Non;;"{""coordinates"": [2.349804999950442, 48.85650199997113], ""type"": ""Point""}";48.85650199997113, 2.349804999950442
Urinoir femme;En service;2 quai saint bernard;75005;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-tino-rossi-1786;"{""coordinates"": [2.3590599814167366, 48.848303078499335], ""type"": ""Point""}";48.848303078499335, 2.3590599814167366
Sanisette;En service;26 rue buffon;75005;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3562390003168203, 48.841318000011505], ""type"": ""Point""}";48.841318000011505, 2.3562390003168203
Sanisette;En service;2 crs la reine;75008;24/24h;Oui;Non;;"{""coordinates"": [2.3180510003316344, 48.86516300032715], ""type"": ""Point""}";48.86516300032715, 2.3180510003316344
Sanisette;En service;11 av trudaine;75009;21h59 - 22h00;Oui;Non;;"{""coordinates"": [2.3454389995445704, 48.88170100015116], ""type"": ""Point""}";48.88170100015116, 2.3454389995445704
Sanisette;En service;30 rue des ecluses saint-martin;75010;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.365879999731355, 48.87722000033017], ""type"": ""Point""}";48.87722000033017, 2.365879999731355
Sanisette;En service;14 pl de la bastille;75011;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.369807000478822, 48.853532000369576], ""type"": ""Point""}";48.853532000369576, 2.369807000478822
Sanisette;En service;86 bd richard lenoir;75011;24/24h;Oui;Non;;"{""coordinates"": [2.3726620002059193, 48.86174800033497], ""type"": ""Point""}";48.86174800033497, 2.3726620002059193
Sanisette;En service;6 av courteline;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4112259998051573, 48.8441029998056], ""type"": ""Point""}";48.8441029998056, 2.4112259998051573
Sanisette;En service;57 bd diderot;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.384212000518841, 48.84711699958415], ""type"": ""Point""}";48.84711699958415, 2.384212000518841
WC;En service;25 rue thomas mann;75013;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardins-abbe-pierre-grands-moulins-5044;"{""coordinates"": [2.379618709145078, 48.82961672332092], ""type"": ""Point""}";48.82961672332092, 2.379618709145078
WC;En service;1 rue charles bertheau;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-baudricourt-2853;"{""coordinates"": [2.3643766938524524, 48.82304802120928], ""type"": ""Point""}";48.82304802120928, 2.3643766938524524
WC;En service;34 rue du dessous des berges;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-berthe-morisot-2561;"{""coordinates"": [2.3748344955656324, 48.826202786392535], ""type"": ""Point""}";48.826202786392535, 2.3748344955656324
Sanisette;En service;10 av du general leclerc;75014;24/24h;Oui;Non;;"{""coordinates"": [2.331193000598376, 48.83301699993433], ""type"": ""Point""}";48.83301699993433, 2.331193000598376
WC;En service;2 rue de la montagne de la fage;75015;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-andre-citroen-1791;"{""coordinates"": [2.2761964354273543, 48.84174621365813], ""type"": ""Point""}";48.84174621365813, 2.2761964354273543
Sanisette;En service;16 av du general sarrail;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2559780002277843, 48.845887999766205], ""type"": ""Point""}";48.845887999766205, 2.2559780002277843
Sanisette;En service;25 av de clichy;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3263190003680143, 48.88566799997428], ""type"": ""Point""}";48.88566799997428, 2.3263190003680143
WC;En service;147 rue cardinet;75017;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3144877004250732, 48.89161847331643], ""type"": ""Point""}";48.89161847331643, 2.3144877004250732
Sanisette;En service;8 rue du lieutenant-colonel dax;75018;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3402449995031565, 48.900707999615555], ""type"": ""Point""}";48.900707999615555, 2.3402449995031565
Sanisette;En service;109 bd de sebastopol;75002;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.352738999879689, 48.86683600014275], ""type"": ""Point""}";48.86683600014275, 2.352738999879689
Sanisette;En service;9 av des gobelins;75005;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.351201000675956, 48.83796300030022], ""type"": ""Point""}";48.83796300030022, 2.351201000675956
Sanisette;En service;38 rue vignon;75008;24/24h;Oui;Non;;"{""coordinates"": [2.3265210001099694, 48.87254300024813], ""type"": ""Point""}";48.87254300024813, 2.3265210001099694
Sanisette;En service;2 av marceau;75008;24/24h;Oui;Non;;"{""coordinates"": [2.300204999518594, 48.86520000007258], ""type"": ""Point""}";48.86520000007258, 2.300204999518594
WC;En service;1 place d' estienne d orves;75009;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-d-estienne-d-orves-2472;"{""coordinates"": [2.331288517935493, 48.876842785637415], ""type"": ""Point""}";48.876842785637415, 2.331288517935493
Sanisette;En service;40b rue rene boulanger;75010;24/24h;Oui;Non;;"{""coordinates"": [2.3607839994327855, 48.86836400009876], ""type"": ""Point""}";48.86836400009876, 2.3607839994327855
Sanisette;En service;12bv pl de la republique;75010;24/24h;Oui;Non;;"{""coordinates"": [2.3634090001921604, 48.86840899962093], ""type"": ""Point""}";48.86840899962093, 2.3634090001921604
Sanisette;En service;53 rue richard lenoir;75011;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.380934000066133, 48.857198000446246], ""type"": ""Point""}";48.857198000446246, 2.380934000066133
Sanisette;En service;195 bd voltaire;75011;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.387873999429428, 48.85326799962916], ""type"": ""Point""}";48.85326799962916, 2.387873999429428
Sanisette;En service;123 bd richard lenoir;75011;24/24h;Oui;Non;;"{""coordinates"": [2.3693620003229823, 48.86582400035271], ""type"": ""Point""}";48.86582400035271, 2.3693620003229823
Sanisette;En service;82 av de la republique;75011;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.379485000610408, 48.86424800000605], ""type"": ""Point""}";48.86424800000605, 2.379485000610408
Sanisette;En service;32 bd diderot;75012;23h58 - 23h59;Oui;Non;;"{""coordinates"": [2.37656199946577, 48.846122000363245], ""type"": ""Point""}";48.846122000363245, 2.37656199946577
WC;En service;21 rue rottembourg;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-charles-peguy-2575;"{""coordinates"": [2.4061405643321274, 48.839537717674226], ""type"": ""Point""}";48.839537717674226, 2.4061405643321274
Sanisette;En service;26 bd de reuilly;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3922959994127493, 48.839177999838114], ""type"": ""Point""}";48.839177999838114, 2.3922959994127493
WC;En service;19 rue de la poterne des peupliers;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-kellermann-1794;"{""coordinates"": [2.3549329192676653, 48.818579099419416], ""type"": ""Point""}";48.818579099419416, 2.3549329192676653
WC;Hors service;1 rue george eastman;75013;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/parc-de-choisy-1803;"{""coordinates"": [2.3617356101503515, 48.82782963723179], ""type"": ""Point""}";48.82782963723179, 2.3617356101503515
Sanisette;En service;76 rue vercingetorix;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3155799994518778, 48.83561300041891], ""type"": ""Point""}";48.83561300041891, 2.3155799994518778
Sanisette;En service;86 av du maine;75014;00h00 - 01h00;Oui;Non;;"{""coordinates"": [2.322328000088415, 48.838127000206434], ""type"": ""Point""}";48.838127000206434, 2.322328000088415
Sanisette;En service;217 rue d'alesia;75014;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.313222999764901, 48.83195400015655], ""type"": ""Point""}";48.83195400015655, 2.313222999764901
Sanisette;En service;99 bd de port-royal;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.341770000019688, 48.83827600019253], ""type"": ""Point""}";48.83827600019253, 2.341770000019688
Sanisette;En service;131 av du maine;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3241460003250762, 48.83489600037225], ""type"": ""Point""}";48.83489600037225, 2.3241460003250762
Sanisette;En service;185 bd lefebvre;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.303363000332393, 48.82827099964057], ""type"": ""Point""}";48.82827099964057, 2.303363000332393
Sanisette;En service;6 bd pasteur;75015;24/24h;Oui;Non;;"{""coordinates"": [2.3110269993733965, 48.84474699955954], ""type"": ""Point""}";48.84474699955954, 2.3110269993733965
Sanisette;En service;118 bd de montmorency;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2604170005449817, 48.84844600004027], ""type"": ""Point""}";48.84844600004027, 2.2604170005449817
WC;En service;147 rue cardinet;75017;Horaires du parc;Non;Non;;"{""coordinates"": [2.3143788261043468, 48.89166543963781], ""type"": ""Point""}";48.89166543963781, 2.3143788261043468
Sanisette;En service;1 av de wagram;75017;24/24h;Oui;Non;;"{""coordinates"": [2.295708000355636, 48.87497799960401], ""type"": ""Point""}";48.87497799960401, 2.295708000355636
WC;Hors service;147 rue cardinet;75017;Horaires du parc;Non;Non;;"{""coordinates"": [2.315752564171945, 48.89010284437884], ""type"": ""Point""}";48.89010284437884, 2.315752564171945
