name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Corona Heights Park - Drinking Fountain/Cooler,4132673338554211998,drinking_water,1,0,0,0,37.765307750000005,-122.44027741000001,122 States St,San Francisco,CA,94114,Corona Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440277412 37.765307746),8,Castro/Upper Market,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,6057254018176176899,drinking_water,1,0,0,0,37.76699119,-122.45332948,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453329475 37.766991186),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
West Portal Playground - Drinking Fountain/Cooler,2685098885367186419,drinking_water,1,0,0,0,37.741738760000004,-122.46518013000001,131 Lenox Way,San Francisco,CA,94127,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465180132 37.741738762),7,West of Twin Peaks,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,7585242396254604827,drinking_water,1,0,0,0,37.76699488,-122.45332846,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453328458 37.766994885),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mission Dolores Park - Drinking Fountain/Cooler,3178659907447561992,drinking_water,1,0,0,0,37.760841940000006,-122.42756989,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42756989 37.76084194),8,Castro/Upper Market,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Camp Mather - Drinking fountain,6895561022529716640,drinking_water,1,0,0,0,37.879441379999996,-119.8540079,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.854007896 37.879441384),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Chain of Lakes Restroom,6919291330605723233,restroom,0,0,0,0,37.76797554187804,-122.50181864933434,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501818649 37.767975542),1,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Mission Playground - Drinking Fountain/Cooler,2079827576808136748,drinking_water,1,0,0,0,37.75959507,-122.42274035000001,3555 19th St,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422740354 37.759595074),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Alice Chalmers Playground - Drinking Fountain,5693076553955943864,drinking_water,1,0,0,0,37.709755969999996,-122.44678565000001,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.446785646 37.70975597),11,Excelsior,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Hellman Hollow Restrooms,1104549236511730505,restroom,0,0,0,0,37.76953438850232,-122.48470856769062,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.484708568 37.769534389),4,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Mother's Meadow Restroom - Male Restroom,6180309375448842345,restroom,0,0,0,0,37.766384754719695,-122.47669708044135,,San Francisco,CA,94122,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.47669708 37.766384755),7,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Victoria Manalo Draves Park - Drinking Fountain/Cooler,1455304753391163821,drinking_water,1,0,0,0,37.777127019999995,-122.40618904,55 Sherman St,San Francisco,CA,94103,Victoria Manalo Draves Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.406189036 37.777127017),6,South of Market,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Kezar Turf Drinking fountain,2606175629848316573,drinking_water,1,0,0,0,37.76699475,-122.45742193000001,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457421929 37.766994753),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Pier 39,3249569504867891889,restroom,0,0,0,0,37.80914,-122.409882,2 Beach st,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 1 by Lids,port,POINT (-122.409882 37.80914),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Port of San Francisco,2480114164880190808,drinking_water,1,1,0,0,37.79689,-122.39505,Pier 1 on the Embarcadero,San Francisco,CA,94111,,limited_access,08:00:00,17:30:00,Daily,Inside Pier 1,port,POINT (-122.39505 37.79689),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Turk & Hyde Mini Park - Drinking Fountain/Cooler,1366325257993660288,drinking_water,1,1,0,0,37.78266867,-122.41594617999999,201 Hyde St,San Francisco,CA,94102,Turk & Hyde Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415946183 37.782668669),5,Tenderloin,2026/03/17 09:46:18 PM,2026/09/01 09:08:33 AM
Mission Arts Center,5040889885710292368,restroom,0,0,0,0,37.7580887741712,-122.41344366345938,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.413443663 37.758088774),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Upper Noe Rec Center - Drinking Fountain/Cooler,7425977403752597340,drinking_water,1,0,0,0,37.74272967,-122.42702128,295 Day St,San Francisco,CA,94131,Upper Noe Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42702128 37.742729671),8,Noe Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Bernal Heights Branch Library,5507692796941224450,drinking_water,1,0,0,0,37.73885128400008,-122.41610523099996,500 CORTLAND AVE,San Francisco,CA,94110,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-19:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.416105231 37.738851284),9,Bernal Heights,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
John McLaren Park - Drinking Fountain/Cooler,8444114482079784971,drinking_water,1,0,0,0,37.72368991,-122.42308907,100 John F Shelley Dr,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423089074 37.723689908),11,McLaren Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Betty Ann Ong Rec Center - Drinking Fountain/Cooler,527951557591090296,drinking_water,1,0,0,0,37.79429085,-122.41169429000001,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411694285 37.794290853),3,Nob Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Tennis Center Bottle filling station,3677504191851938409,drinking_water,1,1,0,0,37.770220300000005,-122.45937143,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.459371434 37.770220303),7,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Buena Vista Park - Drinking Fountain/Cooler,9125195417046741181,drinking_water,1,0,0,0,37.76985328000001,-122.43960652999999,1293 Haight St,San Francisco,CA,94117,Buena Vista Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.439606528 37.769853284),8,Haight Ashbury,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Cityside Park - Bottle filling station,237425124324111029,drinking_water,1,1,0,0,37.8207496150725,-122.374759267366,,San Francisco,CA,94130,Cityside Parks,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.374759267 37.820749615),6,Treasure Island,2026/03/23 10:26:40 PM,2026/09/01 09:08:33 AM
Pier 40,4462729660452543366,restroom,0,0,0,0,37.811076,-122.410559,2 Beach st,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 1 by Players Sports Grill & Arcade,port,POINT (-122.410559 37.811076),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Richmond Branch Library,1970251667032378395,drinking_water,1,0,0,0,37.78184424500006,-122.46809920399994,351 9TH AVE,San Francisco,CA,94118,10th Ave & Clement Park,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:52""]",library,POINT (-122.468099204 37.781844245),1,Inner Richmond,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
James Rolph Jr Clubhouse,8648877855879303740,restroom,0,0,0,0,37.750032174878385,-122.40660089561953,1451 Hampshire St,San Francisco,CA,94110,James Rolph Jr Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406600896 37.750032175),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Cayuga Playground - Drinking Fountain/Cooler,8213394840195223262,drinking_water,1,0,0,0,37.714327090000005,-122.44986995,301 Naglee Ave,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449869955 37.714327091),11,Outer Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Palega Playground - Drinking Fountain/Cooler,792461934103256608,drinking_water,1,0,0,0,37.728907080000006,-122.40968716,500 Felton St,San Francisco,CA,94134,Palega Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.409687162 37.728907085),9,Portola,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
St Mary's Rec Center,3427043505677543567,restroom,0,0,0,0,37.734068544506854,-122.42170661681347,95 Justin Dr,San Francisco,CA,94110,St. Mary's Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421706617 37.734068545),9,Bernal Heights,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Margaret S Hayward Playground - Drinking Fountain/Cooler,6413834034610510735,drinking_water,1,0,0,0,37.78087938,-122.42537902999999,1016 Laguna St,San Francisco,CA,94102,Margaret S Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425379033 37.780879376),5,Western Addition,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Dog Bowl,1446424658125670020,drinking_water,1,0,0,0,37.772400649999994,-122.44772931,Golden Gate Park,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447729306 37.772400647),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Bayfront Park #1,2819301328891327176,drinking_water,1,1,1,1,37.767503,-122.386062,"Terry A Francois Blvd, Mission Bay",San Francisco,CA,94158,,,,,,,port,POINT (-122.386062 37.767503),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Camp Mather - Drinking fountain,7828240923915326511,drinking_water,1,1,0,0,37.88095979,-119.85128207000001,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.85128207 37.88095979),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Douglass Clubhouse,3198698486750945158,restroom,0,0,0,0,37.747814936403685,-122.43843168181354,1098 Douglass St,San Francisco,CA,94131,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438431682 37.747814936),8,Noe Valley,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Arriba Juntos,6602640275624901656,drinking_water,0,1,1,0,37.76735,-122.420036,1850 Mission St,San Francisco,CA,94103,,publicly_accessible,,,Daily,,puc,POINT (-122.420036 37.76735),9,Mission,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Coleridge Mini Park - Drinking Fountain/Cooler,7461913498181918514,drinking_water,1,0,0,0,37.74428399,-122.41949464,90 Coleridge St,San Francisco,CA,94110,Coleridge Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.419494644 37.744283992),9,Bernal Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Glen Park Branch Library,1697779997800312692,drinking_water,1,0,0,0,37.733980204000034,-122.43383315499995,2825 DIAMOND ST,San Francisco,CA,94131,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.433833155 37.733980204),8,Glen Park,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Sunset Rec Center,5857790688088800410,restroom,0,0,0,0,37.75706033333565,-122.48690806258986,2201 Lawton St,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486908063 37.757060333),4,Sunset/Parkside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Camp Mather - Spigot,8598621991396437695,drinking_water,1,0,0,0,37.88236847,-119.85477087999999,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.85477088 37.882368473),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Midtown Terrace Clubhouse,2914129059992107756,restroom,0,0,0,0,37.751672710289135,-122.45588189356084,210 Olympia Way,San Francisco,CA,94131,Midtown Terrace Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455881894 37.75167271),7,Twin Peaks,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Parkside Square - Drinking Fountain/Cooler,3207585153370596390,drinking_water,1,0,0,0,37.73787943,-122.48463806,2680 28th Ave,San Francisco,CA,94132,Parkside Square,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.48463806 37.737879431),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,7212686860943436789,drinking_water,1,0,0,0,37.76624576,-122.45578884999999,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.45578885 37.766245756),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
McCoppin Square - Drinking Fountain/Cooler,6168923555078783971,drinking_water,1,0,0,0,37.7433639,-122.48072331,2354 24th Ave,San Francisco,CA,94116,McCoppin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.48072331 37.743363902),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Restrooms,320724989229576998,restroom,0,0,0,0,37.739596533988916,-122.4761704208392,2695 19th Ave,San Francisco,CA,94116,Carl Larsen Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476170421 37.739596534),4,Sunset/Parkside,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Silver Tree Clubhouse,2487482746458383229,restroom,0,0,0,0,37.74066821199327,-122.44236799898081,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.442367999 37.740668212),8,Glen Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Jackson Playground - Drinking Fountain/Cooler,8721462175988623013,drinking_water,1,1,0,0,37.76398718,-122.39912815000001,1645 17th St,San Francisco,CA,94107,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.399128149 37.763987185),10,Potrero Hill,2026/03/16 10:08:24 PM,2026/09/01 09:08:33 AM
Sunnyside Conservatory,3755932850212164196,restroom,0,0,0,0,37.73197554183906,-122.4407902351063,236 Monterey Blvd,San Francisco,CA,94131,Sunnyside Conservatory,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440790235 37.731975542),7,West of Twin Peaks,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Pier 7,8096256367090940691,drinking_water,1,1,0,0,37.79897,-122.39703,Pier 7 on the Embarcadero,San Francisco,CA,94105,,publicly_accessible,,,Daily,Next to decaux toilet,port,POINT (-122.39703 37.79897),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Alioto Mini Park - Drinking Fountain,4276126179497062841,drinking_water,1,0,0,0,37.7589939,-122.41823058,3460 20th St,San Francisco,CA,94110,Alioto Mini Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.418230581 37.758993905),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Helen Wills Clubhouse,2185961860176799854,restroom,0,0,0,0,37.79573319430539,-122.42054752441759,1401 Broadway,San Francisco,CA,94109,Helen Wills Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420547524 37.795733194),3,Russian Hill,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Lake Merced Park - Drinking Fountain/Cooler,3485478797739645864,drinking_water,1,1,0,0,37.72594393,-122.49985018,1 Harding Rd,San Francisco,CA,94132,Lake Merced Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499850177 37.725943933),7,Lakeshore,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Potrero Hill Rec Center - Drinking Fountain/Cooler,8150820874165620082,drinking_water,1,0,0,0,37.75609621,-122.39683774,801 Arkansas St,San Francisco,CA,94107,Potrero Hill Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.396837735 37.756096208),10,Potrero Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
McLaren Park Oxford St Restroom,5813049252582342808,restroom,0,0,0,0,37.7229524414555,-122.41856133041416,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.41856133 37.722952441),11,McLaren Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Camp Mather - Bottle station lakeside,6569744359926052160,drinking_water,1,1,0,0,37.87967476,-119.854566,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.854565996 37.879674762),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
China Basin Park Water Fountain #5,1815687204750990271,drinking_water,0,1,1,0,37.775948,-122.389857,"3rd St, Mission Bay",San Francisco,CA,94158,,publicly_accessible,,,Daily,On 3rd street,port,POINT (-122.389857 37.775948),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,7671383517829851680,drinking_water,1,1,0,0,37.7671838,-122.50799349,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507993491 37.767183804),4,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Drinking Fountain/Cooler,6351338106386703080,drinking_water,1,1,0,0,37.76828888,-122.45471818,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.45471818 37.768288877),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Stanyan Kiosk,7899757755738897929,restroom,0,0,0,0,37.76990552352157,-122.45428182978529,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.45428183 37.769905524),5,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Minnie and Lovie Ward Rec Center - Drinking Fountain/Cooler,3605744215959881135,drinking_water,1,0,0,0,37.71511356,-122.45624226999999,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Ward Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456242267 37.715113561),11,Oceanview/Merced/Ingleside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
North Restrooms,4713862042748605556,restroom,0,0,0,0,37.76888806984018,-122.4708460342631,,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470846034 37.76888807),7,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Cottage Row Mini Park - Drinking Fountain/Cooler,2036000194374204411,drinking_water,1,0,0,0,37.78641132,-122.43227245,,San Francisco,CA,94115,Cottage Row Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.432272453 37.786411316),5,Pacific Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Merced Heights Playground - Drinking Fountain/Cooler,7062840164034534592,drinking_water,1,0,0,0,37.71767026,-122.47010350000001,801 Shields St,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470103498 37.717670264),11,Oceanview/Merced/Ingleside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Camp Mather - Spigot,2416660450909964483,drinking_water,1,0,0,0,37.88063274,-119.85403669,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.85403669 37.880632743),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Noe Valley Branch Library,5439257887640776803,drinking_water,1,0,0,0,37.75022804200006,-122.43509024199994,451 JERSEY ST,San Francisco,CA,94114,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:12:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.435090242 37.750228042),8,Noe Valley,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Civic Center Pit Stop - Grove and Larkin streets (JCDecaux),400838196920771509,restroom,0,0,0,0,37.7787317,-122.4169278,Grove and Larkin streets (JCDecaux),San Francisco,CA,,,publicly_accessible,07:00:00,19:00:00,Daily,,pit_stop,POINT (-122.4169278 37.7787317),5,Tenderloin,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
Washington Square - Drinking Fountain/Cooler,5222240278728731640,drinking_water,1,1,0,0,37.80103021,-122.41062973,600 Columbus Ave,San Francisco,CA,94133,Washington Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410629734 37.801030213),3,North Beach,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Palega Playground - Drinking Fountain/Cooler,691266119643017549,drinking_water,1,1,0,0,37.729370370000005,-122.40967733,500 Felton St,San Francisco,CA,94134,Palega Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409677332 37.729370369),9,Portola,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Drinking Fountain/Cooler,848598067409280315,drinking_water,1,0,0,0,37.769174410000005,-122.45878341,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.458783414 37.769174407),7,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Camp Mather - Ballfield spigot,2883241291569512152,drinking_water,1,0,0,0,37.88208775,-119.85085313,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.850853134 37.882087753),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Patricia's Green in Hayes Valley - Drinking Fountain/Cooler,957720093381292626,drinking_water,1,1,0,0,37.7759467,-122.42445426,489 Hayes St,San Francisco,CA,94102,Patricia's Green in Hayes Valley,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.424454259 37.7759467),5,Hayes Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
China Basin Park Water Fountain #4,8637574682344270148,drinking_water,0,1,1,0,37.775397,-122.388882,"China Basin st, Mission Bay",San Francisco,CA,94158,,publicly_accessible,,,Daily,In the Toni Stone crossing,port,POINT (-122.388882 37.775397),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Randall Museum,4121861414795695393,restroom,0,0,0,0,37.76454029250995,-122.43823383003104,199 Museum Way,San Francisco,CA,94114,Corona Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43823383 37.764540293),8,Castro/Upper Market,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 6 - Bottle filler,4145041442145995140,drinking_water,1,1,0,0,37.76918435,-122.50650309000001,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.506503087 37.769184349),1,Golden Gate Park,2026/03/19 09:28:55 PM,2026/09/01 09:08:33 AM
Margaret S Hayward Playground - Hayward Path Drinking Fountain,8274872809217283840,drinking_water,1,1,0,0,37.78074058,-122.42663065999999,1016 Laguna St,San Francisco,CA,94102,Margaret S Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426630664 37.780740583),5,Western Addition,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
China Basin Park Water Fountain #2,4702083147431539233,drinking_water,1,1,0,0,37.776332,-122.388487,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By bathroom,port,POINT (-122.388487 37.776332),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Drinking Fountain,4359040818157346722,drinking_water,1,0,0,0,37.76632519,-122.46658709,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.466587091 37.766325192),7,Golden Gate Park,2026/08/07 12:27:31 PM,2026/09/01 09:08:33 AM
Willie Woo Woo Wong Playground - Drinking Fountain/Cooler,8500730674190966276,drinking_water,1,0,0,0,37.793623919999995,-122.40706236,850 Sacramento St,San Francisco,CA,94108,Willie Woo Woo Wong Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.40706236 37.793623924),3,Chinatown,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
