"month","station_complex_id","station_complex","borough","ridership","transfers","latitude","longitude","georeference.type","georeference.coordinates"
"2026-07-01T00:00:00.000","271","Steinway St (M,R)","Queens","243735.0","12300.0","40.756878","-73.92074","Point","c(-73.92074, 40.756878)"
"2026-07-01T00:00:00.000","272","36 St (M,R)","Queens","84903.0","925.0","40.75204","-73.92878","Point","c(-73.92878, 40.75204)"
"2026-07-01T00:00:00.000","273","Queens Plaza (E,F,R)","Queens","381833.0","27333.0","40.748974","-73.93724","Point","c(-73.93724, 40.748974)"
"2026-07-01T00:00:00.000","276","5 Av/53 St (E,F)","Manhattan","410230.0","3851.0","40.760166","-73.97523","Point","c(-73.97523, 40.760166)"
"2026-07-01T00:00:00.000","277","7 Av (E,B,D)","Manhattan","408976.0","1761.0","40.762863","-73.981636","Point","c(-73.981636, 40.762863)"
"2026-07-01T00:00:00.000","278","Jamaica Center-Parsons/Archer (E,J,Z)","Queens","533913.0","242424.0","40.70215","-73.80111","Point","c(-73.80111, 40.70215)"
"2026-07-01T00:00:00.000","279","Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","Queens","637781.0","88910.0","40.700485","-73.80797","Point","c(-73.80797, 40.700485)"
"2026-07-01T00:00:00.000","28","Union St (R)","Brooklyn","170793.0","919.0","40.677315","-73.98311","Point","c(-73.98311, 40.677315)"
"2026-07-01T00:00:00.000","280","Jamaica-Van Wyck (E)","Queens","92552.0","2720.0","40.702564","-73.81686","Point","c(-73.81686, 40.702564)"
"2026-07-01T00:00:00.000","282","21 St (G)","Queens","43083.0","3471.0","40.744064","-73.94972","Point","c(-73.94972, 40.744064)"
"2026-07-01T00:00:00.000","283","Greenpoint Av (G)","Brooklyn","230183.0","3560.0","40.731354","-73.95445","Point","c(-73.95445, 40.731354)"
"2026-07-01T00:00:00.000","284","Nassau Av (G)","Brooklyn","214290.0","3893.0","40.724636","-73.95128","Point","c(-73.95128, 40.724636)"
"2026-07-01T00:00:00.000","287","Flushing Av (G)","Brooklyn","58435.0","1998.0","40.70038","-73.95023","Point","c(-73.95023, 40.70038)"
"2026-07-01T00:00:00.000","288","Myrtle-Willoughby Avs (G)","Brooklyn","95737.0","3222.0","40.69457","-73.94904","Point","c(-73.94904, 40.69457)"
"2026-07-01T00:00:00.000","289","Bedford-Nostrand Avs (G)","Brooklyn","187942.0","11239.0","40.68963","-73.95352","Point","c(-73.95352, 40.68963)"
"2026-07-01T00:00:00.000","290","Classon Av (G)","Brooklyn","113592.0","2473.0","40.688873","-73.96007","Point","c(-73.96007, 40.688873)"
"2026-07-01T00:00:00.000","291","Clinton-Washington Avs (G)","Brooklyn","114122.0","1366.0","40.688087","-73.96684","Point","c(-73.96684, 40.688087)"
"2026-07-01T00:00:00.000","292","Fulton St (G)","Brooklyn","123828.0","1560.0","40.68712","-73.97537","Point","c(-73.97537, 40.68712)"
"2026-07-01T00:00:00.000","293","Van Cortlandt Park-242 St (1)","Bronx","115156.0","34058.0","40.889248","-73.89858","Point","c(-73.89858, 40.889248)"
"2026-07-01T00:00:00.000","294","238 St (1)","Bronx","88992.0","4944.0","40.884666","-73.90087","Point","c(-73.90087, 40.884666)"
"2026-07-01T00:00:00.000","295","231 St (1)","Bronx","162878.0","32310.0","40.878857","-73.90483","Point","c(-73.90483, 40.878857)"
"2026-07-01T00:00:00.000","296","Marble Hill-225 St (1)","Manhattan","87596.0","6789.0","40.87456","-73.90983","Point","c(-73.90983, 40.87456)"
"2026-07-01T00:00:00.000","297","215 St (1)","Manhattan","38881.0","377.0","40.869446","-73.915276","Point","c(-73.915276, 40.869446)"
"2026-07-01T00:00:00.000","298","207 St (1)","Manhattan","121573.0","18363.0","40.86462","-73.91882","Point","c(-73.91882, 40.86462)"
"2026-07-01T00:00:00.000","299","Dyckman St (1)","Manhattan","125227.0","1302.0","40.86053","-73.92554","Point","c(-73.92554, 40.86053)"
"2026-07-01T00:00:00.000","3","30 Av (N,W)","Queens","277406.0","12926.0","40.76678","-73.92148","Point","c(-73.92148, 40.76678)"
