"trackerid","fmsid","title","summary","currentphase","designpercentcomplete","procurementpercentcomplete","constructionpercentcomplete","designstart","designprojectedcompletion","designadjustedcompletion","designactualcompletion","procurementstart","procurementprojectedcompletion","totalfunding","projectliaison","lastupdated","fundingsource","name","parkid","latitude","longitude","borough","procurementactualcompletion","constructionstart","constructionprojectedcom","constructionadjustedcompletion","constructionactualcompletion","procurementadjustedcompletion"
"10558","846 P-6TRS23A","Bronx and Manhattan Tree-Damaged Sidewalk Reconstruction FY23","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Bronx and Manhattan.","completed","100.0","100.0","100.0","2023-03-01T00:00:00.000","2023-12-01T00:00:00.000",,"2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","2024-06-01T00:00:00.000","$3,575,000",,"2026-09-16T00:00:00.000","City CouncilMayoral","Various locations, Bronx and Manhattan","NA","0.0","0.0","Citywide","2024-06-01T00:00:00.000","2024-08-01T00:00:00.000","2026-08-01T00:00:00.000",,"2026-03-01T00:00:00.000","2024-06-01T00:00:00.000"
"10554","846 P-2TRS23A","Brooklyn Tree-Damaged Sidewalk Reconstruction FY23 Community Boards 1, 2, 6, 7, 10-14","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 1, 2, 6, 7, 10, 11, 12, 13 and 14 in Brooklyn.","construction","100.0","100.0","42.97","2023-03-01T00:00:00.000","2023-12-01T00:00:00.000",,"2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","2024-05-01T00:00:00.000","$3,033,000",,"2026-09-16T00:00:00.000","City CouncilMayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2024-12-01T00:00:00.000","2025-01-01T00:00:00.000","2027-01-01T00:00:00.000",,,"2024-12-01T00:00:00.000"
"10507","846 P-2TRSD23","Brooklyn Tree-Damaged Sidewalk Reconstruction FY23 - Community Boards 3, 4, 5, 8, 9, 15, 16, 17, 18","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 3, 4, 5, 8, 9, 15, 16, 17 and 18 in Brooklyn.","completed","100.0","100.0","100.0","2023-03-01T00:00:00.000","2023-12-01T00:00:00.000",,"2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","2024-06-01T00:00:00.000","$2,983,000",,"2026-09-16T00:00:00.000","City CouncilMayoral","Various Locations, Brooklyn","NA","0.0","0.0","Brooklyn","2024-06-01T00:00:00.000","2024-05-01T00:00:00.000","2026-05-01T00:00:00.000",,"2026-05-01T00:00:00.000","2024-06-01T00:00:00.000"
"11054","846 P-2SWRC23","Brooklyn Tree-Damaged Sidewalk Reconstruction FY23 (Renewal BG-923M) - Community Boards 3, 4, 5, 8, 9, 15, 16, 17, 18","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 3, 4, 5, 8, 9, 15, 16, 17 and 18 in Brooklyn.","construction","100.0","100.0","0.0","2025-07-01T00:00:00.000","2026-01-01T00:00:00.000",,"2025-11-01T00:00:00.000","2025-11-01T00:00:00.000",,"$6,551,000",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Brooklyn","NA","0.0","0.0","Brooklyn","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","2028-05-01T00:00:00.000",,,
"11147",,"Brooklyn Street Tree Planting FY27 - Community Boards 1, 7, 14","This project will plant street trees in Brooklyn - Community Boards 1, 7, 14","proposed","0.0","0.0","0.0",,,,,,,"Less than $1 million",,"2026-09-16T00:00:00.000","City Council","Various Locations, Brooklyn","NA","0.0","0.0","Brooklyn",,,,,,
"11149","846 P-2TRE27A","Brooklyn Street Tree Planting FY27 - Community Boards 2-5, 8-10, 15-16","This project will plant new and replacement tree in Brooklyn, Community Boards 2-5, 8-10, 15-16.","procurement","100.0","5.0","0.0","2026-01-01T00:00:00.000","2026-11-01T00:00:00.000",,"2026-02-01T00:00:00.000","1776-07-01T00:00:00.000","1777-07-01T00:00:00.000","Between $5 million and $10 million",,"2026-09-16T00:00:00.000","City CouncilMayoral","Various Locations, Brooklyn","NA","0.0","0.0","Brooklyn",,,,,,
"11221","846 P-2TRS27B","Brooklyn Street Tree Planting FY27 - Community Boards 11, 12, 17, 18","This project will plant new and replacement tree in Brooklyn, Community Boards 11, 12, 17, 18","procurement","100.0","5.0","0.0","2026-01-01T00:00:00.000","2026-11-01T00:00:00.000",,"2026-02-01T00:00:00.000","1776-07-01T00:00:00.000","1777-07-01T00:00:00.000","Between $5 million and $10 million",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Brooklyn","NA","0.0","0.0","Brooklyn",,,,,,
"11225","846 P-2TRS27A","Brooklyn Street Tree Planting FY27 - Community Boards 6, 13","This project will plant new and replacement tree in Brooklyn, Community Boards 6 & 13.","procurement","100.0","5.0","0.0","2026-01-01T00:00:00.000","2026-11-01T00:00:00.000",,"2026-02-01T00:00:00.000","1776-07-01T00:00:00.000","1777-07-01T00:00:00.000","Between $1 million and $3 million",,"2026-09-16T00:00:00.000","Borough PresidentMayoral","Various Locations, Brooklyn","NA","0.0","0.0","Brooklyn",,,,,,
"5945","846 P-2TREE23","Brooklyn Street Tree Planting FY11 - Community Boards 7,10-15,17,18 (BG-511MR)","This project will plant street trees in Community Boards 7, 10-15, 17 and 18 in Brooklyn.","completed","100.0","100.0","100.0","2012-09-01T00:00:00.000","2013-06-01T00:00:00.000",,"2012-11-01T00:00:00.000","2012-11-01T00:00:00.000","2013-08-01T00:00:00.000","$1,471,000",,"2026-09-16T00:00:00.000","Mayoral, Private","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2013-05-01T00:00:00.000","2013-09-01T00:00:00.000","2014-09-01T00:00:00.000","2015-04-01T00:00:00.000","2015-04-01T00:00:00.000",
"5946","846 P-2PNYT22","Brooklyn Street Tree Planting FY13 - Community Boards 5,16,17,18","This project will plant trees in Community Boards 5 &16-18 in Brooklyn.","completed","100.0","100.0","100.0","2012-07-01T00:00:00.000","2012-12-01T00:00:00.000",,"2012-07-01T00:00:00.000","2012-07-01T00:00:00.000","2013-04-01T00:00:00.000","$1,334,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2013-02-01T00:00:00.000","2013-03-01T00:00:00.000","2014-03-01T00:00:00.000","2014-03-01T00:00:00.000","2014-03-01T00:00:00.000",
"5947","846 P-2TREE22","Brooklyn Street Tree Planting FY13 - Community Boards 1-6,8,9,16","This project will plant trees in Community Boards 1-4, 6, 8, 9, & 16 in Brooklyn.","completed","100.0","100.0","100.0","2012-07-01T00:00:00.000","2012-12-01T00:00:00.000",,"2013-01-01T00:00:00.000","2013-01-01T00:00:00.000","2013-10-01T00:00:00.000","$1,689,000",,"2026-09-16T00:00:00.000","City CouncilMayoralPrivate","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2013-04-01T00:00:00.000","2013-04-01T00:00:00.000","2014-04-01T00:00:00.000",,"2014-04-01T00:00:00.000",
"2071","846 P-2PNYR02","Brooklyn Street Tree Planting & Invasive Species Removal FY11","This project will plant street trees and remove invasive species at various locations in Brooklyn.","completed","100.0","100.0","100.0","2011-05-01T00:00:00.000",,,"2011-10-01T00:00:00.000","2011-10-01T00:00:00.000","2012-07-01T00:00:00.000","$599,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2012-05-01T00:00:00.000","2012-06-01T00:00:00.000","2014-09-01T00:00:00.000","2014-04-01T00:00:00.000","2014-04-01T00:00:00.000",
"6137","846 P-2TRE14B","Brooklyn Street Tree Planting FY14 - Community Boards 5,9,16,17,18","This project will plant new street trees in Community Boards 5, 9, 16, 17 and 18 in Brooklyn.","completed","100.0","100.0","100.0","2013-04-01T00:00:00.000","2013-05-01T00:00:00.000",,"2013-06-01T00:00:00.000","2013-06-01T00:00:00.000","2014-03-01T00:00:00.000","$2,044,000",,"2026-09-16T00:00:00.000","Borough PresidentMayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2014-02-01T00:00:00.000","2014-03-01T00:00:00.000","2015-03-01T00:00:00.000","2015-03-01T00:00:00.000","2015-03-01T00:00:00.000",
"6138","846 P-2PNYT23","Brooklyn Street Tree Planting FY14 - Community Boards 7,10-15","This project will plant street trees in Community Boards 7, and 10 through 15 in Brooklyn.","completed","100.0","100.0","100.0","2013-04-01T00:00:00.000","2013-05-01T00:00:00.000",,"2013-06-01T00:00:00.000","2013-06-01T00:00:00.000","2014-03-01T00:00:00.000","$2,695,000",,"2026-09-16T00:00:00.000","Borough PresidentMayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2014-02-01T00:00:00.000","2014-03-01T00:00:00.000","2015-03-01T00:00:00.000","2015-03-01T00:00:00.000","2015-03-01T00:00:00.000",
"6139","846 P-2TRE14A","Brooklyn Street Tree Planting FY14 - Community Boards 1-6,8","This project will plant new street trees in Community Boards 1 through 6, and 8 in Brooklyn.","completed","100.0","100.0","100.0","2013-04-01T00:00:00.000","2013-05-01T00:00:00.000",,"2013-06-01T00:00:00.000","2013-06-01T00:00:00.000","2014-03-01T00:00:00.000","$2,596,000",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoralPrivate","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2014-02-01T00:00:00.000","2014-03-01T00:00:00.000","2015-03-01T00:00:00.000",,"2015-03-01T00:00:00.000",
"6229","846 P-2SRISKM","Brooklyn Sandy-Related Tree Replacement","This project will replace trees removed due to Hurricane Sandy damage in Brooklyn.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","2014-10-01T00:00:00.000","$2,450,000",,"2026-09-16T00:00:00.000","FederalMayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2014-07-01T00:00:00.000","2014-12-01T00:00:00.000","2015-11-01T00:00:00.000",,"2015-11-01T00:00:00.000",
"6600","846 P-2TRE15A","Brooklyn Street Tree Planting FY15 - Community Boards 1-4","This project will plant street trees in Community Boards 1 through 4 in Brooklyn.","completed","100.0","100.0","100.0","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000",,"2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$2,213,000",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoralPrivate","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2015-07-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000",,"2016-04-01T00:00:00.000","2015-07-01T00:00:00.000"
"6601","846 P-2PNYT25","Brooklyn Street Tree Planting FY15 - Community Boards 5,8,9,16,17","This project will plant street trees in Community Boards 5, 8, 9, 16 and 17 in Brooklyn.","completed","100.0","100.0","100.0","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000",,"2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$1,621,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2015-05-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000","2016-10-01T00:00:00.000","2016-07-01T00:00:00.000",
"6602","846 P-2TRE15B","Brooklyn Street Tree Planting FY15 - Community Boards 6,7,10,12","This project will plant street trees in Community Boards 6, 7, 10 and 12 in Brooklyn.","completed","100.0","100.0","100.0","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000",,"2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$1,679,000",,"2026-09-16T00:00:00.000","City CouncilMayoralPrivate","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2015-05-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000",
"6603","846 P-2PNYT24","Brooklyn Street Tree Planting FY15 - Community Boards 11,13-15,18","This project will plant street trees in Community Boards 11, 13, 14, 15 and 18 in Brooklyn.","completed","100.0","100.0","100.0","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000",,"2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$1,498,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Brooklyn","NA","0.0","0.0","Brooklyn","2015-05-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000",,"2016-04-01T00:00:00.000",
"8516","846 SANDY6-17","Brooklyn and Staten Island Sandy-Related and Risk Management Tree Removal","This project will remove trees damaged from Hurricane Sandy and for Risk Management in the Boroughs of Brooklyn and Staten Island.","completed","100.0","100.0","100.0","2016-05-01T00:00:00.000","2016-06-01T00:00:00.000",,"2016-11-01T00:00:00.000","2016-11-01T00:00:00.000","2017-07-01T00:00:00.000","$1,440,000",,"2026-09-16T00:00:00.000","FederalMayoral","Various locations, Brooklyn and Staten Island","NA","0.0","0.0",,"2017-07-01T00:00:00.000","2017-09-01T00:00:00.000","2018-09-01T00:00:00.000","2018-09-01T00:00:00.000","2018-09-01T00:00:00.000",
"10910","846 P-6EABTRD","Brooklyn and Staten Island Emerald Ash Borer (EAB) Related Tree Removal FY25","This project will remove trees hosted by Emerald Ash Borer (EAB) in Brooklyn and Staten Island.","construction","100.0","100.0","5.35","2024-09-01T00:00:00.000","2025-01-01T00:00:00.000",,"2024-11-01T00:00:00.000","2025-04-01T00:00:00.000","2026-04-01T00:00:00.000","$4,953,000",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Brooklyn and Staten Island","NA","0.0","0.0","Citywide","2026-02-01T00:00:00.000","2026-03-01T00:00:00.000","2029-02-01T00:00:00.000",,,
"6146","846 P-6PNYR25","Brooklyn and Staten Island Reforestation FY14","This multisite contract will remove invasive species and plant new trees in Brooklyn and Staten Island.","completed","100.0","100.0","100.0","2013-05-01T00:00:00.000","2013-06-01T00:00:00.000",,"2013-08-01T00:00:00.000","2013-08-01T00:00:00.000","2014-05-01T00:00:00.000","$1,383,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Brooklyn and Staten Island","NA","0.0","0.0",,"2014-05-01T00:00:00.000","2014-05-01T00:00:00.000","2016-11-01T00:00:00.000",,"2016-11-01T00:00:00.000",
"5998","846 P-6SWK13B","Brooklyn and Staten Island Sidewalk Reconstruction FY13","This project will reconstruct damaged sidewalks in Brooklyn and Staten Island.","completed","100.0","100.0","100.0","2012-12-01T00:00:00.000","2013-06-01T00:00:00.000",,"2012-12-01T00:00:00.000","2012-12-01T00:00:00.000","2013-09-01T00:00:00.000","$998,000",,"2026-09-16T00:00:00.000","Borough President, City Council","Various locations, Brooklyn and Staten Island","NA","0.0","0.0",,"2014-12-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000",,"2016-01-01T00:00:00.000","2014-12-01T00:00:00.000"
"1012","846 P-6SWK12C","Brooklyn, Queens, and Staten Island Sidewalk Reconstruction FY12","This multisite contract will reconstruct damaged sidewalks in Brooklyn, Queens and Staten Island.","completed","100.0","100.0","100.0","2011-11-01T00:00:00.000","2012-02-01T00:00:00.000",,"2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","2012-10-01T00:00:00.000","$1,374,000",,"2026-09-16T00:00:00.000","City Council","Various locations, Brooklyn, Queens, Staten Island","NA","0.0","0.0","Citywide","2013-03-01T00:00:00.000","2013-04-01T00:00:00.000","2014-04-01T00:00:00.000",,"2013-10-01T00:00:00.000",
"2091","846 P-2TREE03","Brooklyn Street Tree Planting FY10 (BG-810MA)","This project will plant new street trees, expand sidewalk tree pits, and install tree pit guards in Brooklyn.","completed","100.0","100.0","100.0","2010-06-01T00:00:00.000",,,"2011-08-01T00:00:00.000","2011-08-01T00:00:00.000","2012-05-01T00:00:00.000","$2,864,000",,"2026-09-16T00:00:00.000","Borough President, Private","Various locations, Brooklyn.","NA","0.0","0.0","Brooklyn","2012-04-01T00:00:00.000","2012-04-01T00:00:00.000","2013-10-01T00:00:00.000","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000",
"5957","846 P-6GRST05","Citywide Green Infrastructure Construction FY13","This multisite contract will construct green infrastructure elements at citywide locations.","completed","100.0","100.0","100.0","2013-02-01T00:00:00.000","2013-04-01T00:00:00.000",,"2013-05-01T00:00:00.000","2013-05-01T00:00:00.000","2014-02-01T00:00:00.000","$1,043,000",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Various locations, citywide","NA","0.0","0.0",,"2014-01-01T00:00:00.000","2014-05-01T00:00:00.000","2015-04-01T00:00:00.000","2015-12-01T00:00:00.000","2015-12-01T00:00:00.000",
"6187","846 P-6PNYD02","Yankee Stadium-Related Street Tree Planting (CNYG-414M)","This project will plant new street trees as restitution for the Yankee Stadium construction.","completed","100.0","100.0","100.0","2013-10-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$2,165,000",,"2026-09-16T00:00:00.000","City CouncilMayoral","Various locations, citywide","NA","0.0","0.0",,"2015-04-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000",
"10591","846 P-6TRGRD1","Citywide Tree Guard Installation Contract FY24 (CNYG-1420MR)","This project will install tree guard citywide.","completed","100.0","100.0","100.0","2023-05-01T00:00:00.000","2023-10-01T00:00:00.000",,"2023-08-01T00:00:00.000","2023-08-01T00:00:00.000","2024-09-01T00:00:00.000","$828,000",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Citywide","NA","0.0","0.0","Citywide","2024-04-01T00:00:00.000","2023-09-01T00:00:00.000","2024-09-01T00:00:00.000","2025-09-01T00:00:00.000","2025-05-01T00:00:00.000","2024-04-01T00:00:00.000"
"10259",,"Citywide Tree Rescue FY22","This project will perform tree rescue work, such as pruning, soil decompaction, expending tree pits, removing debris, removing metal tree guards and grates.","construction","100.0","100.0","92.64","2022-01-01T00:00:00.000","2022-12-01T00:00:00.000",,"2022-05-01T00:00:00.000","2022-05-01T00:00:00.000","2023-01-01T00:00:00.000","Less than $1 million",,"2026-09-16T00:00:00.000",,"Various locations, citywide","NA","0.0","0.0","Citywide","2024-12-01T00:00:00.000","2025-01-01T00:00:00.000","2027-01-01T00:00:00.000",,,"2025-01-01T00:00:00.000"
"10302",,"Citywide Invasive Species Removal","This project will remove invasive species Citywide.","construction","100.0","100.0","52.53","2022-01-01T00:00:00.000","2022-12-01T00:00:00.000",,"2022-05-01T00:00:00.000","2023-03-01T00:00:00.000","2024-04-01T00:00:00.000","Between $3 million and $5 million",,"2026-09-16T00:00:00.000",,"Various locations, Citywide","NA","0.0","0.0","Citywide","2024-05-01T00:00:00.000","2024-05-01T00:00:00.000","2029-05-01T00:00:00.000",,,"2024-05-01T00:00:00.000"
"11314",,"Citywide Tree Rescue FY27 (Renewal of CNYG-2122M)","This project will perform tree rescue work, such as pruning, soil decompaction, expending tree pits, removing debris, removing metal tree guards and grates. (Renewal for CNYG-2122M)","procurement","100.0","60.0","0.0","2026-06-01T00:00:00.000","2026-12-01T00:00:00.000",,"2026-06-01T00:00:00.000","2026-06-01T00:00:00.000","2027-06-01T00:00:00.000","Less than $1 million",,"2026-09-16T00:00:00.000",,"Various locations, citywide","NA","0.0","0.0","Citywide",,,,,,
"9149","846 P-2TRS19A","Brooklyn Tree-Damaged Sidewalk Reconstruction FY19 - Community Boards 7,10-13,15,18","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Brooklyn Community Boards 7, 10-13, 15, and 18.","completed","100.0","100.0","100.0","2018-03-01T00:00:00.000","2018-05-01T00:00:00.000",,"2018-04-01T00:00:00.000","2018-04-01T00:00:00.000","2019-01-01T00:00:00.000","$1,568,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, in Brooklyn","NA","0.0","0.0","Brooklyn","2019-08-01T00:00:00.000","2019-09-01T00:00:00.000","2021-08-01T00:00:00.000","2021-08-01T00:00:00.000","2021-04-01T00:00:00.000","2019-08-01T00:00:00.000"
"6188","846 P-3TREMTA","Second Avenue Subway Street Tree Planting Restitution for Removed Trees","This project will plant street trees in Community Boards 5, 6, 8, 10 and 11 in Manhattan as restitution for trees removed for the Second Avenue Subway construction.","completed","100.0","100.0","100.0","2013-10-01T00:00:00.000","2013-12-01T00:00:00.000","2014-09-01T00:00:00.000","2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$1,322,000",,"2026-09-16T00:00:00.000","Private","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2015-05-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000",
"6224","846 P-3SREMOV","Manhattan Sandy-Related Tree Removal","This project will remove trees damaged from Hurricane Sandy in Manhattan.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2013-12-01T00:00:00.000","2013-12-01T00:00:00.000","2014-09-01T00:00:00.000","$1,168,000",,"2026-09-16T00:00:00.000","FederalMayoral","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000","2015-08-01T00:00:00.000","2016-06-01T00:00:00.000","2016-06-01T00:00:00.000",
"6230","846 P-3SRISKM","Manhattan Sandy-Related Tree Replacement","This project will replace trees removed due to Hurricane Sandy damage in Manhattan.","completed","100.0","100.0","100.0","2013-12-01T00:00:00.000","2013-12-01T00:00:00.000",,"2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","2014-10-01T00:00:00.000","$637,000",,"2026-09-16T00:00:00.000","FederalMayoral","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2014-09-01T00:00:00.000","2014-12-01T00:00:00.000","2015-11-01T00:00:00.000",,"2015-12-01T00:00:00.000",
"5944","846 P-3TREE03","Manhattan Street Tree Planting FY13","This project will plant trees in Manhattan.","completed","100.0","100.0","100.0","2012-07-01T00:00:00.000","2012-12-01T00:00:00.000",,"2013-01-01T00:00:00.000","2013-01-01T00:00:00.000","2013-10-01T00:00:00.000","$1,598,000",,"2026-09-16T00:00:00.000","City CouncilMayoral","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2013-01-01T00:00:00.000","2013-03-01T00:00:00.000","2014-03-01T00:00:00.000",,"2014-01-01T00:00:00.000",
"6141","846 P-3TRE14A","Manhattan Street Tree Planting FY14","This project will plant new street trees in Community Boards 1 through 12 in Manhattan.","completed","100.0","100.0","100.0","2013-04-01T00:00:00.000","2013-05-01T00:00:00.000",,"2013-06-01T00:00:00.000","2013-06-01T00:00:00.000","2014-03-01T00:00:00.000","$1,507,000",,"2026-09-16T00:00:00.000","Mayoral, Private","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2014-02-01T00:00:00.000","2014-03-01T00:00:00.000","2015-03-01T00:00:00.000",,"2015-02-01T00:00:00.000",
"6590","846 P-3TRE15A","Manhattan Street Tree Planting FY15","This project will plant street trees in Manhattan.","completed","100.0","100.0","100.0","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000",,"2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","2015-05-01T00:00:00.000","$1,435,000",,"2026-09-16T00:00:00.000","City CouncilMayoralPrivate","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2015-05-01T00:00:00.000","2015-04-01T00:00:00.000","2016-04-01T00:00:00.000",,"2016-03-01T00:00:00.000",
"7181","846 P-3TRE16A","Manhattan Street Tree Planting FY16","This project will plant new trees in Manhattan.","completed","100.0","100.0","100.0","2015-03-01T00:00:00.000","2015-05-01T00:00:00.000",,"2015-05-01T00:00:00.000","2015-05-01T00:00:00.000","2016-02-01T00:00:00.000","$1,566,000",,"2026-09-16T00:00:00.000","Mayoral, Private","Various locations, Manhattan","NA","0.0","0.0","Manhattan","2016-02-01T00:00:00.000","2016-02-01T00:00:00.000","2017-08-01T00:00:00.000",,"2017-06-01T00:00:00.000",
"11146","846 P-3TRE27A","Manhattan Street Tree Planting FY27","This project will plant street trees in Manhattan","procurement","100.0","5.0","0.0","2026-01-01T00:00:00.000","2026-11-01T00:00:00.000",,"2026-02-01T00:00:00.000","1776-07-01T00:00:00.000","1777-07-01T00:00:00.000","Greater than $10 million",,"2026-09-16T00:00:00.000","Borough PresidentCity CouncilMayoral","Various Locations, Manhattan","NA","0.0","0.0","Manhattan",,,,,,
"10908","846 P-6EABTRF","Manhattan and Bronx Emerald Ash Borer (EAB) Related Tree Removal FY25","This project will remove trees hosted by Emerald Ash Borer (EAB) in Manhattan and Bronx.","construction","100.0","100.0","15.64","2024-09-01T00:00:00.000","2025-01-01T00:00:00.000",,"2024-11-01T00:00:00.000","2025-06-01T00:00:00.000",,"$1,397,000",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Manhattan and Bronx","NA","0.0","0.0","Citywide","2025-12-01T00:00:00.000","2026-01-01T00:00:00.000","2029-01-01T00:00:00.000",,,
"10909","846 P-4EABTRA","Queens Emerald Ash Borer (EAB) Related Tree Removal FY25","This project will remove trees hosted by Emerald Ash Borer (EAB) in Queens.","construction","100.0","100.0","1.4","2024-09-01T00:00:00.000","2025-01-01T00:00:00.000",,"2024-11-01T00:00:00.000","2025-04-01T00:00:00.000","2026-04-01T00:00:00.000","$3,040,000",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Queens","NA","0.0","0.0","Queens","2026-03-01T00:00:00.000","2026-03-01T00:00:00.000","2029-03-01T00:00:00.000",,,
"11029","846 P-4QTDSRC","Queens Tree-Damaged Sidewalk Reconstruction FY26 Community Boards 3 & 4","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 3 and 4 in Queens (renewal for QG-1623M).","completed","100.0","100.0","100.0","2025-05-01T00:00:00.000","2026-02-01T00:00:00.000",,"2025-06-01T00:00:00.000","2025-06-01T00:00:00.000","2026-06-01T00:00:00.000","$500,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Queens","NA","0.0","0.0","Queens","2026-01-01T00:00:00.000","2025-08-01T00:00:00.000","2026-08-01T00:00:00.000",,"2026-08-01T00:00:00.000",
"11057","846 P-4SWRC23","Queens Tree-Damaged Sidewalk Reconstruction FY23 (renewal QG-623M) - Community Boards 1, 2, 5 ,6, 7, 8","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 1, 2, 5 ,6, 7 and 8 in Queens.","construction","100.0","100.0","0.0","2025-07-01T00:00:00.000","2026-01-01T00:00:00.000",,"2025-11-01T00:00:00.000","2025-11-01T00:00:00.000",,"$6,022,000",,"2026-09-16T00:00:00.000","Mayoral","Various Locations, Queens","NA","0.0","0.0","Queens","2026-06-01T00:00:00.000","2026-07-01T00:00:00.000","2028-06-01T00:00:00.000",,,
"11058","846 P-4SWRO23","Queens Tree-Damaged Sidewalk Reconstruction FY23 (Renewal QG-1523M)- Community Boards 9-14","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 9, 10, 11, 12, 13, 14 in Queens.","construction","100.0","100.0","0.0","2025-07-01T00:00:00.000","2026-01-01T00:00:00.000",,"2025-11-01T00:00:00.000","2025-11-01T00:00:00.000",,"$6,160,000",,"2026-09-16T00:00:00.000","Mayoral","Various locations, Queens","NA","0.0","0.0","Queens","2026-09-01T00:00:00.000","2026-08-01T00:00:00.000","2028-08-01T00:00:00.000",,,
